gene_id,region_id
8448dd792ddbc2182d39d46847486b8e0ba7ebe9587970d6f85113585897683f,10
3accb38eb611999e30da24ce344e8962084f64d7037c46a8f13b5fc09f496e4f,10
f0c66402c8d72eea956eed3ea33c00a70d0d141f584e8a129f648faa87969e44,10
b7fed2bcba18a5980680c8576f9e729fdcc47e0ea4f09f8df5e7210df90e50f1,2
c1a1a1c6aeba7ec4783b8a1799e1bfb3fc6db9080b0105ba4f36202e0ddaccde,1
a9a36fb3bc1767839c79c1e2b8498ca7df5cb691697e98b4ac2e9011e97b1e80,1
d9d11a1c6fa2aa4d9d5affa500690e1052169da694b1e80681c9b628cf17a781,6
ddfc536dfc7468005902280f0c29182fd5330c7305aaea9618d7b02a9e9c746c,9
c2afc411af41adc675f87dd5be2b372103d583b40e21c0eb8543c32fffa33f51,9
009dabff8a1aa6905ef4b3fdf969be936ba45fe584cfe9e1d18ae78c1531be87,1
d961ef077bea84cc3a26908084ee50a3aae8aa1d6854f14e67c472e845fd94ba,9
e7b38dac01bffb3262efd008694bdd09b5fdf8e3075b993012468afce6e4749a,1
3d81caee730b673c02e4a34799cb32931de60a782d8e66f240d98159c9a05f44,1
acf5f2e9c7a76ab9ef4c7ad7952e54d197c119e6281e357a844e7222c8284f61,1
d0a9c61354e1ad1bfc7a14befa5befb9627cc620a67b79dfadf703df04c8a3df,1
c72c1e0ab3b5863691e91796adf5a994fbec91c16a65d13f18b66318dbe9e587,1
1cd1c739d6ae624dc6be91a944421fa4891ad1071167e286b99b18cd4cfe7a09,10
dd666cb960b79a921e2ac3274efa737b3fef89b828f561408cd47ed33f510cb1,1
9d8af3231eed077356fea0360cfd1afb9eabcab027d9b7eb0dd57ff045938c08,2
e0c118275c06696498375cca607763c27bad14de11fce2c10c951564132cbb56,5
2bea40964fd340b571cc8ab05fadb8309b64358e73eff86d190a8f02381dd24e,1
b4c5d333b4fb96b4ea9e83269a080a723314415cfe7b4ef5760455b7f0eb6bf3,2
5bb78b5b0fdf78719dc36e486753ac26789a1a7aa5525cd174b558de44a5b682,1
03ac440fc1106de9c28f47e1b2b70b834d8adaf7535413f7c8a96492549b414a,3
5b92f6f54c74cea0d3d2597689dfa495be9c6c3a3a03bd3c5bc00fb49864915f,1
e8af8a8063447f09b3bcb6b146beedcf0eb9c385c3e2693b1bc3bd507f8b16ae,2
89ef3edb9c027ae12ad05d3b69fbb5416dbca05507555e8dcf03b32828321fdc,2
e15abf966cdf98121d907f2731df703e1159dcd01db41b2db30cb436977038a0,2
87700eb114aef1e75992de63a23c0b45a8fe31e6fe2fa5c582937626a5276ff9,1
c1e0a2f51f7cfa3f21718b21f90f72a4ff85220ec435b327d3da51824ec0890f,5
cad13656c9896d42df6dd18e1e19a847d40b90731dc423ca00405b6ecd700b8a,10
1a8534746c10bad590eecd013dcf91a3ee9fb684d18be4fb11f33eeb577e9595,2
59d9f942dfe1cc74a45506326a8006b109eb5bcccb808ca5b25775e91b79ea5b,2
eeb16f7acf5259477452f1a0b89e4189eeb1521d10a09e4a109e63c6ca8ddbf2,1
76aa38c5fd7d32f623ef488807329fef01123b2bbb068734c95e020484a010d2,1
737f879c848b5f173f3acaec16a6b762242b4b978e86b22d010b8d42f189ef30,1
adaafe45f446abf59aa709fb784d2aa591ee738c70343136dbdb9b54614d87db,2
f616307b8ebecf490c7cbfa39a2c5d055cfd6fda69940c556cbaa1f542f89a86,9
9092b523489d817320050fa355db8b0008568fcd253399a3bf3fc04c8cb51c29,6
f69dec0a6da84d49e7277a57336e6938bec911ff0c28d59fa2a40080f4c0e6fc,7
1fcc83512d8b28c21dc76aea190a87f2c522b747bd0daa65ce002f25e767cae6,5
7532e8e14af13616030a273d4981cbb54ad613ca0346bd76f7b63e46dc79de74,6
27315529d7cb166c0452a3341dea0996d31b27d9ee4694f53be74ddb0122ae3d,2
e9e63cf1324fb95ec711c996af5e30465ca3bf40eb01ef345ae55d7a45af05f7,9
c4148b087d9377f7883a89673c0acc6287c7bec74b5d6a06c256e6d9c2bf74bc,1
914ad300107f3071d153f9bec69735f3346cb6d5c396480909729400f5bef655,6
6ee5b7b95e090db26f06f4867d17085b0445035aba7205050d2df3c4657adf41,1
e866d4a8ca882a81de3f9b3c694b9a5bd3099e119828aafa43d0821076a3d7c9,2
8edcfef779433533a58f2e356e9de37dc0c1f7fd069d99ed47810d4f74756c67,2
5786b1b91e628b22c49d046bbd0bce67253a1aaffd961a6a1f1c6a65bb4918f9,1
a7e8d427fd023bd70a329003c43ccc6cd0e7783027bf37c0836d755582a88577,10
d0a9c6454ff5057d3e0303ac741300eae526fa8d0222b6077802d8bfaa13f29d,5
3e67954d545a124a35caf78b66db37e29581d3dd9815fdf55653b319ed5ed251,5
86447c59802def163ad975917935130d0462d0ad2835abc4754926350c979055,2
f0cdb5fa660110ea476b129708696a6e6d61e1986af44f31b8826badee9bebbc,9
b1578d964bf90c27eb5ea84eb51a7a7377a5287ba70ddd537fd3e673708a6d80,6
7e38f9a86da0a7da3f45a502ef078039fa7d8bd37488ef0ea6482f70484754b7,2
761baa7f2be1283274deb52dd121e6dabf64b9a56c5ef0eaefa12c7ca809b27b,2
62dbead5a6e8f831714974a82b0154b7485fa929357dc3a6acc49317975f81c0,2
461634d2ff99eef4631a2d9e757f091a2d81878622b9e09fa5cc0b5f3424aa4f,2
eba659ef56a9cbe8fa4695d0e10b6c689ff5ee26ba56710a4d00a1e082228079,1
