gene_id,bits,source,old_index,repair_component_id,f1_actually_trained,tavg_nm,delta_t_nm
3dfe751e000f978a1f209a9499f3babfec2e02d4411bdcdbc28aae10d71ce099,101011100101100001010110111111010011111011011111111111111111111110101111111101101010011111111011111110111011010011100111,old_unused_train_pool,34604,34604,False,3.436111231374029,0.28340297013205973
3dfe975d819377f3d33bdd7b94eb95151795c0a39ede94118bc0fd5c456b6343,110111011100010101111110011100001101100100000001111100111011111101111111110000011111111100000000110011101011010100011000,old_train,48444,48442,True,2.5836430412187505,0.5889012980899953
3dff22cf86b240272e945790119e4871fed64f6b2b0a674c56a3cb60e3678256,110100011100111110011111110111011001100111110111101001110111110110111111101111111110111111110011111110101111010001110101,old_train,42512,42513,True,3.368730922500496,0.3503932435222201
3e0030b1ec069beda5b2399ad0ac794b6ac6446e7806fde03e132b08ba532ebe,000011011111100010101100100111111000000110000111000001101101011110000000010011111011001111011101110010101101111000001101,old_train,402,402,True,2.42351918600044,0.19530795249345
3e00c9ba351b6f9a48c2989f506b9e50528a5be17fa451f7ccdc58890b58b4db,110011010011100010001110100101001101011110000001111011111100100111100011101101111100101100101110101001001010111000011100,old_train,40416,40416,True,2.483977015955167,0.3928620842043351
3e017af77ae79d0e8f7b6a57c58cef1a0c97ba92a8d8e334dbcb77461fdf8136,110011011100110101110011100111111001100111101011101101111111110111110111111111111110111111011111111011100011100111101011,old_train,40533,40533,True,3.4857981035347634,0.144040920561205
3e02c3450c17f72eea7283687923cb344d8678ec0dc168ab813df9e436131ea6,001010001111111110110001001111101001011111111111101111110111110101101111111101111111111110011101111111011101001111100101,old_train,4501,4502,True,3.4421725910912264,0.170619839516438
3e066f4ed1b9af64aea014799fddb30caa88eb1912e394261901d366ddb11739,111100010000010101001111101111111011111011111111111111110001101101111111111101111110111111011101111101100111010111111011,old_train,54457,54454,True,3.517599644253673,0.5324769898425843
3e06d1c315b6ad9087a0e172cf8e729d90746360be204ef0d62ffef6f732a5a1,111100010000010101111110011111101100011110011011101111110111111111101111111111111000101111011101111011110011010001111011,old_train,54475,54472,True,3.2676803766649876,0.2729111947651459
3e07adb781ad53db601a253fa6a4177021c76ab5594935c95f72f375b6e5e6ba,111110111110100001111000011111111001000011111101001100111010101111011101111101111011101110110011101111111011010100101111,old_train,61924,61920,True,3.0900111313250638,0.38976574410017806
3e0812f31b87cfc2d2e26c81978390707759b992a609fe8ad592a929c66507b7,100010100101110011100110011111101100011101110111111111111111100101110111111100111111101111000011110001011011010001111011,old_train,25575,25575,True,3.1578013199346078,0.31725357041144386
