rank,index,gene_id,distance_squared,cluster_sum,region_center_gene_id
93,65043,4f173982c851a05ca3c048fa4441dbce0206261f01a16618fff7f1818eb8ae3d,0.08527627656780008,11.510562434559928,4b7027ba8a134332f97b8fd745ccd1486acfd8277971600ea421c06ce3bf904e
94,72482,246fec56884d74764b064ec74cb4bc955a02dd4e22a53e14bc5a1eccff0a6b7c,0.10570892576590746,11.371707853584594,22ab1b3abb0bba028cd8beec06ce33a517c3a7eda162cc59acf1c81eb0d02a01
95,18263,6f143d8ef769feaf09c3d1e0cce7976063e6cee830a571f8f66d894c4affaf52,0.0757428850087068,11.371360254988579,f46203d9b7116646e5a1de1b3d59829ca2b3475b770ce73f1b36774d6f78ac5c
96,56425,e7ea6606e30b1659f80fc753464167f82fe491ad0429dcc5a6abbd64e7ad9cb5,0.34045546040832225,11.366894548353356,6a0479d6439a2ea3c2129d23fa1a7d083d02c19ba5ba24b6f37a0e6cf8b8d6ab
97,74082,9961cb5a91ad8f1f7e8a2879249415301bd98ba833a6c76e9a3830de75395133,0.3731340440983967,11.259665455924841,a8b82c29df6986956fd09c4ca37af18f1f7d26e33e3200deaa985f1c5bc20919
98,23417,f37521bade98535870f0603495886fb5149e0731bafd3a62cd8cb2583fed5244,0.08230664267324933,11.219736736418305,c53bc63133180b4cf49e75346d088cdfdaed64ed88a83adf20b4f45d94216a5e
99,48706,04fb23ff71f6cb1abd94635803c6147143c588e9b88cadebcd0c1344363e2cb4,0.07840732355277247,10.998842215403824,e0383ecc4bf409c79aa253c96b29a059eef7e6d0758e1b8bccdbae7b8b68f6eb
100,73447,3ca0c47b52eb3166740b02c3e627668675e3d9fcbc070380a44f5f9f68996843,0.06875562365917451,10.91995885141096,ad2fd8de7669069b43c092cf1c4c4e694c6583e54bfe508cbcadf49bb01e10ab
101,67926,f44342cbb7b3e95da540b2cc62ea4b4181137baf9377e4a8e98ec73294b940ed,0.18662155904155248,10.873706258533579,270dc6ebf7b9dfffed9fce496d452e5b17309f3f2d6f314f7a4ee0ab78c83b97
102,99822,c84d79a91c4a16c7769322016bbfd9eaf883f6db09af0e16f817be3fe31f5f95,0.07586964015776193,10.85803749516805,ce4f075645b9d658fae376d9ac3d045c2de868ce0e9e5f10f091d0b4c380a5cf
103,15494,3e58a9926a34450168ca326e90d4fdcf7e29d3fcfe07789ae0ede8157411cf07,0.08516252817038225,10.84257391462956,f63a2b383d642e8a261a1070e59cc036ecbc12a6361362662178a6be58dbd605
104,44962,cabb313c7f1d58062d28e9a1a943e6410dedb075daaa69d1ad00b767462f38a3,0.10634649486769047,10.70204832140378,337074005c5644a3fc6f6b670ebf37d65f8777aa19ae00a6b038a562ba39cdf2
105,35371,04ef7d8d1853fcef2c79ffa62da10d60bc09c410008ebf873a4fb1381101bdfb,0.13242527905681975,10.698771969804701,84ecd52c1da122a041a6baf2eed281c03c5052a6f0394b2aa6d3cdb1185be879
106,65910,398a0dfd98abd0ab4787824b61371e039df80d58f0cdd8c8ff907882a28ce2c8,0.25088854895847534,10.646044364388901,5e621a5d92fcff239ef59409e2b3613bee1b8219d34418a7d6e8f6702a1357b0
107,62100,89b53c633bda827740fef9fd2e848d30cac630a9e1d9ac96b09c3674e9beade2,0.13577646956570116,10.586181256802984,a1163617455a24d75deca8704832c81c4b7501c351d1c8ae20c3d69f5d58e132
108,61465,751bf1b5ee7a6a213a5e1aeefc6676e25f80b001184cad8ed64cf19988d2c9ac,0.10370194069959311,10.57574342848988,e6efa1fa9fdcb2a436b2b0790b6ad443f3d6d4c27456b9195957196b2caa4a75
109,65315,3bf437d16afa0c8457dc4ee83295ae7f19f4a320dba46a399a1eec5ead7fa273,0.115129714985993,10.539073155823486,ed90a2863297f083496fb5352db5f14f22de85d0adb9a20f450fcbe4c1555d91
110,71334,993e21c6665b15da7db9539e7f6bb5b1ab305cbbb134fa308c303ff7195156ba,0.07207394826544553,10.506489231183545,33c5302267b90600dba8ddd095bf2bc153eb008dfe60d7c1dae7c9851fa8c919
111,58816,ba10e891cee23d26664697b77a92345f1bde65f8dbd1d6de51f447bf630fa044,0.10601978752680313,10.330228452845898,b308b2fbd1b930cec742348eaf53c7963ceaec6b43f87d08dec91a3b68308a73
112,2604,745b12bffeaf9ba710b11a4ae5b6529b454b2ec5a20dfc44137b01eb4cfd9196,0.07529171093626486,10.287055451995698,e21d1ab13cee7b3880553b5cdb8dcfccb11476b8c25446be77b78e9da45f8bc7
113,62426,487fe987e0c23565516dd0ce94b45ddbd3cb4ebc1b82469ebd3f8c59eac34ffd,0.14933117668256754,10.275303976674417,6f6a085c1522d812e85ac0a3232e841ed36a9f864feafc5a32709aedf246852a
114,8846,935c7627b101667b1060fd6710a0fea39dc984e91f0890cdc41150047565027e,0.05509812406637954,10.245010747124814,ada4e79d68677036793d6b67ecf14b0b7ddc155cb4307d5c07dce5ea4523af11
115,69865,1fc54f9fdd6b913e6b5b00eff129038ce69b3c0d86ea54ec7c060b44952bff04,0.23709705347832058,10.098438970835492,e5432766332bae6509a7a5c444cfcb79d9412a2726ea94d7c4eeb17318fe0b6c
116,63212,7f65a663ccf120f0a0ea18aeb44535567174185e20d743ec27b04771a49eed43,0.5688547796563811,10.04428219341285,a42e64fbc0829681c26ee26b34f839f5a748bb5be7aed8dde512c2232981f609
117,55277,8bcf0c0b21adb6bd3e3ea59f6f7dda02794c271c8c261563a56100bc491d8ee6,0.07302376342503722,9.995110405768864,7c6621440bbb1c46bcc9d5cfb61cdb86273950e13acf3ec33f0c731224ad5ac9
118,65613,8d4ed636e4dd9e03621e61526a1498d3bbd10106ac61e1706ceff10d5efd213f,0.08305588850049897,9.985841043439283,9ce26cef58a1a8e648b4eec39e3787866b78bcb2a935e1c4f51e30620972eafb
119,49671,d84c6bd94fb128b76f55d6cd84abf3c0215ddbde217b1dfbd1f46f49130c0587,0.0786773843213642,9.792899080078412,7a2e33ff681e0d1e6afe90626f58d493a253dc5d78585a82c816bf60d4617cd7
120,70464,275ccaf1c1a400550103ef189cb1fc935cac574c22c44ec53be56928c7c0751c,0.07009242166022867,9.683492377188788,6ac3cbf7a0e236ebb8dac4dd98bed14be098b5a3e435c0b1d52eb2b8963f6319
121,34307,5f283b05eb548a6437c8f1fa69ca119a44f388eef86c945a5ce5f89c5d314a4a,0.13483328393134583,9.340944615558904,21cf2567530afb617298f4674246fcdff08bb07d8e076e97826897d6c4f48bf2
122,68295,cd271bb9ff3b25612d32a567ed5201fd95d76822080233ae152d0d705d19f580,0.08685003162271726,9.294971775211586,d4ac93658cdcb2209d4140892e2ad43202bd0f0e6d86b1741878b2902055a86a
123,40840,81b3994823029a6f7bf18851d06523f045410589b518c0912140ee397619135e,0.06271473025387714,9.263112344800057,909f4d63c6e3c77464f94c299240fed6f6d7150c3e76af6f4258cff50c266328
124,22810,9ed0d0bdf0638fc11f3e53117c4bda4a8f02f3d73e6edf750f87ea50e551bfd6,0.07607640900843254,9.038414246731922,6ac9a3938c59fb891dc88064c023558679c70a7ae833cc8170d64b4f83aa92cc
125,26553,5a4f27dd53fee79135fa357fd8aef7c6ce94435fa57a488072eb7fda684d1c29,0.16614835666072167,9.006253311064077,daf9c11dd8831e796a22cfa9fd83a166f90c953485b3d44fbc32463c2c80a415
126,27975,89bbda89700520075479769124c8bbda1b2683b046af2edd6016d648518c320d,0.07847970614965147,8.839290252103767,4f023b394b17e815ce9e47316f83307d961efc98a7a00567c304c2cd8476fba3
127,65025,844d7c84693e51b0ed4833bb751103a377a3a08824689709ceb1f06789e1e69c,0.28674527327159083,8.804785209732765,6a0479d6439a2ea3c2129d23fa1a7d083d02c19ba5ba24b6f37a0e6cf8b8d6ab
128,13850,1f013aa7af58ca3079d44e1519a00dd98088ca1bf480449058c980c4b9540800,0.07047364787145047,8.754565362299132,41f6e3c91f7c929fee88e0ac72e353f5fb9d63640aebb0c3d092fd3bc470560d
