model,checkpoint_step,role,n,target,unit,mae,rmse,absolute_error_p95,f0_mae,mae_change_percent
G-S,5000,old_validation,6483,tavg,N*m,0.0242126974154085,0.04471939645291881,0.09058930873870849,0.019608534689801317,23.480401766083393
G-S,5000,old_validation,6483,delta_t,N*m,0.030512832613702395,0.04021581875594017,0.08004366159439086,0.0288514636362728,5.758352499458219
G-S,5000,dev_common,200,tavg,N*m,0.0915391307776545,0.17679839776991008,0.5065151191061685,0.1599851499378006,-42.782732764107614
G-S,5000,dev_common,200,delta_t,N*m,0.056941594586204396,0.07321065484792638,0.14727306466138987,0.08348071312377961,-31.790718531865902
F-S,7000,old_validation,6483,tavg,N*m,0.01847898824042456,0.03597794285063455,0.06662695407867424,0.019608534689801317,-5.760483724284871
F-S,7000,old_validation,6483,delta_t,N*m,0.032677211665558294,0.04258062760317665,0.0845688462257385,0.0288514636362728,13.260152335826959
F-S,7000,dev_common,200,tavg,N*m,0.07727084397257204,0.16347885158003503,0.474092338115568,0.1599851499378006,-51.70123976968264
F-S,7000,dev_common,200,delta_t,N*m,0.054765558253669556,0.06905710351019018,0.13605545229380087,0.08348071312377961,-34.39735214951164
