gene_id,bits,source,old_index,repair_component_id,f1_actually_trained,tavg_nm,delta_t_nm,selection_method,selection_rank,selection_distance_squared
f08c5c9ffc72919ee749079341d44ad9fc55b6beeab8efe70f01fd3fc9fabbae,001011010011100010011000010001100111000010000001111011101101001111101101101111110010011100100011111100001100001001101111,old_train,5046,5045,True,2.4830058754223105,0.4611049818943149,f1_F_LCMD_old40000,1141,0.008689568023345508
4ec8358876683ff662810adefd228b60955843912fa3e37a5cfb3fe578a77612,111111001101010101111111111010000100100111111111111001111111110110101111111011111110101101100011110011011111010000101101,old_train,62258,62251,True,3.1526724463014664,0.44051932616204015,f1_F_LCMD_old40000,1142,0.004146087914282162
2bbd9b17e987b36ede89522326a570d48d04c73e735c0943e59bb6fd8c2df2e6,101001000111011101001010001011110111000001111011101111101111100001101011111100111100001111100001011100110001000000101111,old_train,31506,31506,True,2.5803409123868186,0.23232531659371025,f1_F_LCMD_old40000,1143,0.01285643502752552
6a47fb904dde0d3f0741db703bd3f0a214b5842dad13d8c47b1be369be80d8e8,000100010110100001111110011111001100011101110111111110110111110110101111111111111000111111101110101111111111000000101011,old_train,1241,1241,True,3.1946434058128688,0.2716265743703441,f1_F_LCMD_old40000,1144,0.03225262140786398
31e2a7cb7106af87859ac4d357f6d6abc3158af7fcd8f7c6f809c388d99e3c65,010100011101111110011111111111010001101111011101101101111101101110110111111101111111111110011111111011011111101100110101,old_train,11539,11539,True,3.435256363094138,0.27662411903684125,f1_F_LCMD_old40000,1145,0.04887217810143192
674f2f33d7c220125ed1f190827cf4e1f056a1dd37a34618115bbe7d1e39b474,000100010110100001010110111101101111101111111101000111110111110110110111111111111110101101111101100101011111000011010110,old_train,1128,1128,True,3.129833832110027,0.40727731136608014,f1_F_LCMD_old40000,1146,0.011268535175654352
622f78a3abbd37e5e10bfd602b8b54297ed42c31e849e9c17dedbfb2d8b07723,111110010100111010011110101111011011000011011011101111111111110110101111111111101001111110111001111111010110010001110110,old_train,56224,56221,True,3.190862311857153,0.28610550076722907,f1_F_LCMD_old40000,1147,0.016214974390686598
ab9a7870626cfed6285b3a58aad53798c128b0c9911dd1b5e9bc61c2bb8b20b8,010001011101110101111110101111111101011011011111101101110111111111111111111101111111111111111011111011111111101100111111,old_train,8455,8455,True,3.8182729961959763,0.09592810293626597,f1_F_LCMD_old40000,1148,0.004316074882700901
3923ebe0a1223180be2ac7fba36b995b6483852fdbcd789b0aead5bdbf4d2e2b,110010010100100101110001001111011011111110011101000101110111110001010001111011111111011111011101101111111011101101101010,old_train,39138,39138,True,3.068663117149461,0.11972838993399915,f1_F_LCMD_old40000,1149,0.007389766736562465
ef7d8c15e322204e80ad918d12977d2642165b27ff97c0ee0b9c35c0b1b7403d,010000010111110011111101111111011001110111111111010111111111110010111011111101111110111111011111111011111111101100111111,old_train,7937,7938,True,3.6384534238807684,0.5934386264172842,f1_F_LCMD_old40000,1150,0.009785826040911678
