gene_id,split_role,inner_angle_deg,rotor_travel_deg,A,B,C,raw_torque_nm,fem_sha256,ans_sha256
00a8e06a2172351ed663fa1588c954233535c9ddb780fe7297dc1fd62b93f5f5,train,32.0,3.0,3.42351660256832,-1.081559480312315,-2.3419571222560047,0.9387788095163797,4390b62f5d87f7810806ebb340f9fe052c6d003b37910d98e4cf45578572c020,347b26d4e9a5a58b55de02ad72c1fc46b4fce315e8e5212784520f7e22975961
00a8e06a2172351ed663fa1588c954233535c9ddb780fe7297dc1fd62b93f5f5,train,35.0,6.0,3.197409101749103,-0.3658496214367867,-2.8315594803123174,1.636264730421481,6120ef8bdae7842c189380cfe2af15d3484826cbe2b3b7a644542d5796a03713,b79bd74c7a4d87cefbd290d019ea419e6129f385ab2b6692e91c97b2b8bda539
00a8e06a2172351ed663fa1588c954233535c9ddb780fe7297dc1fd62b93f5f5,train,38.0,9.0,2.831559480312316,0.3658496214367879,-3.1974091017491038,2.505344756282026,991e848a9a750dca82e4f7832f6bfe55d2ec1d6782440faff475f7f191c4e5a5,5bc7f66c9da4c897a25d28768b216cec69514f195d89662a6d7b78e814e3963e
00a8e06a2172351ed663fa1588c954233535c9ddb780fe7297dc1fd62b93f5f5,train,41.0,12.0,2.341957122256004,1.081559480312316,-3.42351660256832,2.575607394861728,5f76f491360e60407c09aac6e7179f3fc29c82c348759ef35c3629a7116e70c8,52ebdc2e337c5bd152fc5325744ae432a010c574b5a02556c752a03ce22ad382
00a8e06a2172351ed663fa1588c954233535c9ddb780fe7297dc1fd62b93f5f5,train,44.0,15.0,1.7500000000000004,1.7500000000000004,-3.5,1.246904289943134,159ccd4558273037dfce6660ea1a6270a05b683fafc1dbd0265cccf65be1a0eb,76fb7124ead940badde985f2bd0e3c6b78734e0a981921513a80539376a0813b
00b8e07f32dd248bbc18c9b9b9ff54b1cf1b7caae308528f740520944442866a,train,29.0,0.0,3.5,-1.7499999999999991,-1.7500000000000016,2.354600383669147,6ca0a9f19995d6bfe3d01cf4248a2cc3f4fe8c2140291dfe30e9004bd0f6e420,a99623e9226a17367ba12ab5791498d191eb2e4dccf7ecfc9fef16ad3d7f9d45
00b8e07f32dd248bbc18c9b9b9ff54b1cf1b7caae308528f740520944442866a,train,32.0,3.0,3.42351660256832,-1.081559480312315,-2.3419571222560047,2.32364472766301,ec0dd2590ad781a1bdd00de15daf3b4f7eb165fb24cf259644ca5f56aaa2d56c,32f27df2599e063b106e6e7cb2f5935f4540631e796926fa8b84da151f15d981
00b8e07f32dd248bbc18c9b9b9ff54b1cf1b7caae308528f740520944442866a,train,35.0,6.0,3.197409101749103,-0.3658496214367867,-2.8315594803123174,3.139448666616691,7dd8bd355df72929ee7d65d9f8efde648a078d504f2f3134614ba20f9adc391c,5ddfbd3711aba3d2f5ec0b0de46666ca724e6e59aaa7ef1b1b5afa7abc9f9b66
00b8e07f32dd248bbc18c9b9b9ff54b1cf1b7caae308528f740520944442866a,train,38.0,9.0,2.831559480312316,0.3658496214367879,-3.1974091017491038,2.328281690200541,fd2950aac79c37cafa86b4c7703d878abdeb1dc878ead98ec1d84db8f315f2c9,b1a90b75302ea9c7440d9ba782424c784cf65d898b70fffd3fe0c120389e52d8
00b8e07f32dd248bbc18c9b9b9ff54b1cf1b7caae308528f740520944442866a,train,41.0,12.0,2.341957122256004,1.081559480312316,-3.42351660256832,3.032852921730958,4df5b0c448de5759abb5ef103c199befa2a29f7bf8fe6b25001d9458e1c602cd,678e0d281fbb16cd3c6096ad2be002445fd7347b51a1b0a8ec249db79a8c13c1
