gene_id,bits,tavg_nm,delta_t_nm,source,physics_fingerprint
26be1178d0e7be4399e99ccab22b6458ebaeabe0a2e1d3a48e023eba1b1294b4,110101001110111100111110010011101110110110111111110011011100011101110011010101011111010001110111011111001111101110011001,2.9999732588538297,0.40570404119897585,six_angle_femm_verified,ce59c1571c0259d5c07029b56d5ed9042dd6014ef7598a9da40eb7043a4e708e
