gene_id,bits,source,family_id,split_role,generator_parameters,seed,parent_old_index,parameter_regime,selection_method,selection_rank,selection_distance_squared,display_region_id,experiment_groups,magnet_cells,raw_bits,raw_gene_id,repair_changed_cells,repair_passes,magnet_area_sector_mm2,magnet_area_full_motor_mm2,status
a75ffd476aeca8c5c7115dd88ff406091a0155d1a9f92e12eb149c423f3fcab9,100100111100111001010110011010100101011000111101000111111111101111101111111110100110111011111000101110101000111001001110,U,expansion_f1_v1/U/test/field_25/attempt_0,test,"{""attempt"": 0, ""m"": 74}",3043927880164158447,,same_range,,,,,f1_expansion,74,100101111100111001010110011010100101011000111101000111111111101111101011111110100110111011111000101110101000111001001110,3e6722028db9daa287917dc3ebdd677e91829dc186c4b136b9637bd4a9ebee54,2,1,70.13328311058156,280.53313244232623,pending
d0e744f5b5dfe752000cc2ffcfceb0f4d388a0f2755ca4714d4c759930b0a28f,111111110111000111100111111011110111000111000011010011100011110101101010111111111111111111101011110011111111100101010101,U,expansion_f1_v1/U/test/field_26/attempt_0,test,"{""attempt"": 0, ""m"": 77}",3043927880164158447,,same_range,,,,,f1_expansion,84,111110110111000111100110111011110110000111000011010010100011110101101010111111111010111111101010110011111111100101010101,5f16a1c539b9f198a2c0302fd8255b3b9c618a574159d49966de556d68a477a4,7,1,80.2302422103828,320.9209688415312,pending
4e04c10c4610fde9509cf76c7326e90874a54fd2866b3cd09379964d5b7eb0ac,000000000000000000000000000000000000001000001000000000000000011000000000000000000100001011000000110000110000010000000000,U,expansion_f1_v1/U/test/field_27/attempt_0,test,"{""attempt"": 0, ""m"": 23}",3043927880164158447,,same_range,,,,,f1_expansion,13,010101000000000000000000000100000000001001101000000000000000011010000000000000000100001011000000110000110100010001000100,32f8c0bb05203f83a99019b6ba5cb8895231d60d3254132948f0afc154375bae,10,1,12.228358986945905,48.91343594778362,pending
8f3277c5dcf1f61dae66942245102f3353fe7918ea44c98d8527e671843981d3,100111010100000001001101111110000000000000001000111000100001100001000000001000000100010000001011000001111001100010100100,U,expansion_f1_v1/U/test/field_28/attempt_0,test,"{""attempt"": 0, ""m"": 38}",3043927880164158447,,same_range,,,,,f1_expansion,38,100111010100000001001101111110000000000000001000111000100001100001000000001000000100010000001011000001111001100010100100,8f3277c5dcf1f61dae66942245102f3353fe7918ea44c98d8527e671843981d3,0,0,36.115296792987145,144.46118717194858,pending
32773bf91ad490776ad2e1b81b94ca84541ff5e9a7c802de4088c241ad1f69a2,111110011110100110111010110010100000100010111101110011110101111111110101011001101100001001111110111111111111011111011111,U,expansion_f1_v1/U/test/field_29/attempt_0,test,"{""attempt"": 0, ""m"": 76}",3043927880164158447,,same_range,,,,,f1_expansion,80,111010011110100110111010110010100000100010111101110011010101111111110101011001101100001001111110110111111111011111010111,037cf3bde807efe8e2ad4bae54d546400642bd46e0c9cb343c39b1b3d42ff4f7,4,1,75.88952378066118,303.5580951226447,pending
fdef8365b1b49d008c8e33239e12ad6a3966e30f44b2e9ddb30976b4ce89cd3d,111110000110001111111111001111110100111111111010110000101011011111011101011101111001001101011110000111011100100001110010,U,expansion_f1_v1/U/test/field_30/attempt_0,test,"{""attempt"": 0, ""m"": 72}",3043927880164158447,,same_range,,,,,f1_expansion,75,111110000110001111111010001111110100111111111010110000101011011111010101011101111001001101011110000111011100100001110010,4ea247d971d984275af3254eb74aa58a9f40fd9159d97c96a8ae1801f4542961,3,1,71.40108456668187,285.6043382667275,pending
99c54d56c9f1f4e94386846127967e3e7808690eeccfbf441029b0aa19363dd9,000100010101111001101101100000100000101010010011100000000010000001011001011010000000101010101100101000011011100010010000,U,expansion_f1_v1/U/test/field_31/attempt_0,test,"{""attempt"": 0, ""m"": 45}",3043927880164158447,,same_range,,,,,f1_expansion,44,000100010101111001101101100000100000101010010011100000001010000001011001011010000000101010101100101000011011100010010000,9d9a7264bbcfd2132db42ca840a213ce9ff33f2c59d22832f5caeddc2b2c93dd,1,1,41.692973877700474,166.7718955108019,pending
3e1a476083c4415ee751e26ce09a6d8afee69b5e49dd557c22d609a34de35567,000011000001101111011101001011101011110011111001001111111011011011011000110011101000011111110011010111101110111010000010,U,expansion_f1_v1/U/test/field_32/attempt_0,test,"{""attempt"": 0, ""m"": 70}",3043927880164158447,,same_range,,,,,f1_expansion,70,100011000001101111011101001011101011110011111001001111111011011011011000110011101000011111110010010111101110111010000010,1554520f1b19c0d07468ca65c50aa6faa885ad88002d7472ed9d61cfee9f2e41,2,1,66.8314800866271,267.3259203465084,pending
65ed86d211fbd2f2d27381d55955fa778315c158fab9fbb31ff55878c3d5051a,000000001000000100000000000000000000001000000100001000000100000000000000000000000000000000000000000000000000000000000000,U,expansion_f1_v1/U/test/field_33/attempt_0,test,"{""attempt"": 0, ""m"": 13}",3043927880164158447,,same_range,,,,,f1_expansion,6,000000101000000100000000001000000000001001000100001000000101100000000000000000100000000000000000000000000000001000000000,967c8781ebcc0ea4409ec056a663a31fa03bcc202aa763523f99b9250d0091b7,7,1,5.70754151043432,22.83016604173728,pending
ced23a9658394f8cbdc05660fa9b683f7a6b76c283d4104cc5a1c1fc5dc702a2,000111110100001010101010101001101101111010010110000011111011111001110111110100111100001100110010111110001010110001110001,U,expansion_f1_v1/U/test/field_34/attempt_0,test,"{""attempt"": 0, ""m"": 63}",3043927880164158447,,same_range,,,,,f1_expansion,66,000111110100001010101010101001101101111010010110000011111011011001110111010100111100001100110010111110001010110001010001,de9e821a083c559dbf0f2636907b023f28d587b726fc1925ffb3a3c9549805f4,3,1,62.53946081655086,250.15784326620343,pending
ee50ec52ff15641e343b6d7af30d7d4a0c3f2d7c00be58fe9566513ebad65612,101011110111111101110110010001011110100001101111101100000101110101110110111110111101110110111011001001000001001110111110,U,expansion_f1_v1/U/test/field_35/attempt_0,test,"{""attempt"": 0, ""m"": 73}",3043927880164158447,,same_range,,,,,f1_expansion,74,101011110111111101110110010001011110100001101111101100000101110101110110111110011101110110111011001001000001001110111110,aa9e73ade53b056552a3198e5ebfd6423f722d8e7f8652fa2fde103b8b9e63a2,1,1,70.31184669594778,281.2473867837911,pending
9b1bc1b22f9748ec55da720851adffc5657cfcf8c344a45ea60d5ce8dd6ecb38,111111111111101111110111111001110100111001001110111111111111101111011111001110111100110110101011111011111111111111111111,U,expansion_f1_v1/U/test/field_36/attempt_0,test,"{""attempt"": 0, ""m"": 91}",3043927880164158447,,same_range,,,,,f1_expansion,96,011011111111101111110111111001110100111001001110111111111011101111011111001110111100110110101011111011101111111101111111,c142fca28c9cf9f073f1f6d9ac675571ae1cd88dd7d1d42e94b10169207ca9d1,5,1,91.25573195408867,365.0229278163547,pending
be175cc94484256ca8db25910f2a7e9fa4ad0eb1c9030ed5cc32711db119ac26,110000110100001000101000110110111110001111111001111001111110101111101010010010010000000111100100111110000111111000111100,U,expansion_f1_v1/U/test/field_37/attempt_0,test,"{""attempt"": 0, ""m"": 63}",3043927880164158447,,same_range,,,,,f1_expansion,65,110000110100001000101000110110111110001111111001101001111110101111101010010010010000000111100100111110000111111000011100,4f3e0556a251cd6fd4e59b9753b88ea340baf3560da5841f60af55a2cf1cbbc4,2,1,61.45022294581669,245.80089178326676,pending
803a90cd7c1470df9784dd1c964a6bb25696c1a6eb4e1b6d0b0e794cd4779725,110010111110011110100100010000010000011000100001010001000001000000100100110100000001000001001111010000101000011100010000,U,expansion_f1_v1/U/test/field_38/attempt_0,test,"{""attempt"": 0, ""m"": 43}",3043927880164158447,,same_range,,,,,f1_expansion,41,010010111110011110100100010000010000011000100001010001000101000000100101110100000001000001001111010000101000011101010000,a018113d909cd9a1ab2eb9f323eda744a0456c9c92048aba799c04d1dfc239d5,4,1,38.798620489445625,155.1944819577825,pending
f90045d6ef5671afd7a36373be734a92b9af48d8262644f9ffb7e659251aac8e,010110001110100110100001110001100010101110011000101000000011000101000001100000100110100001000011011001011110000010011011,U,expansion_f1_v1/U/test/field_39/attempt_0,test,"{""attempt"": 0, ""m"": 49}",3043927880164158447,,same_range,,,,,f1_expansion,49,010110001110100110100001110001100010101110011000101000000011000101000001100000100110100001000011011001011110000010011011,f90045d6ef5671afd7a36373be734a92b9af48d8262644f9ffb7e659251aac8e,0,0,46.73333690099364,186.93334760397457,pending
fa5236b98e92450b646455a792945e8245aee59e258f7294125fa698b6ea5a12,001100111110000110001001001000001000110111110110110001101101111001101010100011010101100110101000010100100100000010110111,U,expansion_f1_v1/U/test/field_40/attempt_0,test,"{""attempt"": 0, ""m"": 58}",3043927880164158447,,same_range,,,,,f1_expansion,57,001100111110000110001001001000001000110111110110110001101101111001101010100011010101100110101000010101100100000010110111,8cc766b0c2aa34a18d8619ec4ff1b9cee8a058c595d212cde076f9a177ea0a8d,1,1,54.09989645001272,216.3995858000509,pending
f125157dbe3aab26e51734ccd620ab3a5883921eeb1d0c8d6f0c1ddaa2fb1c20,000000100000010000000000000000000000000000110000010000000000000000000000000000001000011000000000001000000100000000000000,U,expansion_f1_v1/U/test/field_41/attempt_0,test,"{""attempt"": 0, ""m"": 15}",3043927880164158447,,same_range,,,,,f1_expansion,10,000000100000010100000000000000000000000001110000010000000010100000000100000000001000011000000000001000000100000000000000,7032d2b4568674248b0b3ea7b3af1f421871f80b5f78d08cc9275062ed848f01,5,1,9.317772545475817,37.27109018190327,pending
d24610d4eae2c58eb2d48ca0839f042012de2c3b12b138c81a5897366d823d37,111011100101010111110111111111110001111011011011001111111010011001100011011010110001111111111111111100111010111111111111,U,expansion_f1_v1/U/test/field_42/attempt_0,test,"{""attempt"": 0, ""m"": 84}",3043927880164158447,,same_range,,,,,f1_expansion,87,111011100101010111110111111111110001111011011010001111111010011001100011011010110001111111111111111100111010111111110110,15b63031016e669db8bbdfd406de7d06509c978a9e15e78bc9f711d08e832e70,3,1,82.71876926825982,330.8750770730393,pending
145c861d81d3428d50c703b0c2048a944bf06a2f1b5d1c3b27bc0ad9f3725681,110010010010000010010011011000010000001011000100101001010010100101011101000011100111011011000011100011100101001000000000,U,expansion_f1_v1/U/test/field_43/attempt_0,test,"{""attempt"": 0, ""m"": 48}",3043927880164158447,,same_range,,,,,f1_expansion,47,110010010010000010010011011000010000001011000100101001010010100101011101000011100111011010000011100011100101001000100001,a816d9ad572822a5ee5eb37e1a4d1b41c2a5bdf8f93397618fd6545490758a5d,3,1,44.97692054311827,179.90768217247307,pending
420ad0f87ebcd06852716f33fdcb5362a501c96d1598dcc101dd86f44e4d73c2,111111101101011010010110011111111111101001101100011111111111011101001011100111010111001111101111011111110101111011111111,U,expansion_f1_v1/U/test/field_44/attempt_0,test,"{""attempt"": 0, ""m"": 84}",3043927880164158447,,same_range,,,,,f1_expansion,88,111111101101011010010110011111111111101001101100011111110111011101001011100110010111001111101011011111110101111011101111,77775657e1d71d2d1940fff70dfd19a53f65c7bdf2f54b3691fcb0fef5a4259f,4,1,84.00280377757544,336.01121511030175,pending
93e7c2a1a9fd07e6473fb7acd3161acec2ee6516329cedd6940fff719bd8c08d,000000000100001000001001110001001101000000001000001000000011001000110000110000000000001100001011000111000011000000000011,U,expansion_f1_v1/U/test/field_45/attempt_0,test,"{""attempt"": 0, ""m"": 36}",3043927880164158447,,same_range,,,,,f1_expansion,31,000001100100001000001001110001001101000000001000001000100011001000110001110000000000001100001011000111000011010000000011,22f4bcfd67177c07e9fe0aa9856a2bd03876d21fc37fb9e224bf338975b3be61,5,1,29.708110688981385,118.83244275592554,pending
7c17b4ccc0f6eb92b409f33c0402d2a0d81cfabf31ec971512afade4cd64f856,000001000010000000000000000000100100100100001001001010011101000000000000000000000000000000000000000000000011000000001100,U,expansion_f1_v1/U/test/field_46/attempt_0,test,"{""attempt"": 0, ""m"": 23}",3043927880164158447,,same_range,,,,,f1_expansion,18,000001000010000000000100000000100100100100001001001010011101000000001000000000000000000001000000001000000011100000001100,69f51ca73d385f0b6e3c14470207f314523fa2d0e0675711c6888e4afad7aa34,5,1,17.252488957023917,69.00995582809567,pending
cf13dba8a37893a19b45018c784bc1906b4634fa3220817431c0b3567ee85a41,101111101111001100011000101000111110101011110111110011111111111100011100000000110011101011111111110011001111110101100011,U,expansion_f1_v1/U/test/field_47/attempt_0,test,"{""attempt"": 0, ""m"": 74}",3043927880164158447,,same_range,,,,,f1_expansion,76,101111101111001100011000101000111110101011110111010011111111110100011101000000110011101011111111110010001111110101100011,5deb15498a8d1e78cd665969eb2db9762e69051aa7869738fd22fc5fe952b7fb,4,1,72.2468266391894,288.9873065567576,pending
0136ec4959670e5ac1fbf54d8fa3568292f0e50341ce6a35cfbf11cf96b297d1,111011110111101111111101111110111111101100110100111110111111111101111110111011000111111111111110111001111111111111111111,U,expansion_f1_v1/U/test/field_48/attempt_0,test,"{""attempt"": 0, ""m"": 94}",3043927880164158447,,same_range,,,,,f1_expansion,99,111011110110101111111101110110111111101100110100111110111111111101011110111011000111111111111110101001111111111111111110,b95da7390fbbbc424e48ac26ae1803b13bc011db13c866c4d928b6188eb1c14a,5,1,93.922822597332,375.691290389328,pending
27678f035f8d0eb871232d6e4a70bc06ccccad0ee4f578cd7095aa610ae120f5,000000110000110100111110111100110110010101101011101101001110111101111101000101000101110001100111001011111100110100110100,U,expansion_f1_v1/U/test/field_49/attempt_0,test,"{""attempt"": 0, ""m"": 66}",3043927880164158447,,same_range,,,,,f1_expansion,66,000010110000010100111110111100110110010101101011101101001110111101111101000101000101110001100111001011111100110100110100,854e84518a32f3a55f4232a087f05ee49cf840b03d8d042f8e168e872009808d,2,1,62.523227763335726,250.0929110533429,pending
39bab018c38746c1c89900d0d13b4c26d87f4bcfc4c853db24dea01ac51f810b,001100100010011001011011000100011111010000101001101110111011010100100111000110011101100011100101101010101001110000111100,U,expansion_f1_v1/U/test/field_50/attempt_0,test,"{""attempt"": 0, ""m"": 61}",3043927880164158447,,same_range,,,,,f1_expansion,60,001100100010011001011011000100011111010000101001101110111011010100100111000110011101100011100101101010101001110000111101,6d45b271fbd3d9236e5a17661750887d0be216a74feb4719f3901b7329a24ff5,1,1,57.02671594469792,228.10686377879168,pending
