scenario_id,gene_label,candidate_id,state_index_0based,population_row_0based,pm_cells,historical_tavg_nm,historical_delta_t,raw_tavg_nm,tavg_nm,peak_to_peak_nm,ripple_relative,ripple_percent,near_zero_average_display_flag,trapezoidal_tavg_nm,tavg_error_percent,ripple_error_percent_if_relative,peak_to_peak_error_percent_if_absolute
is35_fixed,G1,low_tavg,0,338,45,1.6172313314639906,0.35074853072759105,0.00048414868983437387,-0.0009682973796687477,3.2905891612090166,3398.3249674131303,339832.496741313,True,-0.0010550129468944883,100.05987377073583,968777.8910530749,838.1619231256748
is35_fixed,G2,median_tavg,31,190,80,3.183132769850227,0.454533168517397,-0.0007111331127927315,0.001422266225585463,6.900436410348885,4851.7192394893455,485171.92394893453,True,0.0018103618002367483,99.95531866471117,1067307.0839130958,1418.1370444002646
is35_fixed,G3,high_tavg,193,258,100,3.9186576845750505,0.21329158923616598,-0.0007470889350557434,0.0014941778701114867,8.08922859661628,5413.832421445721,541383.2421445721,True,0.0014507915440045594,99.96187016089736,2538130.616984753,3692.568017138043
is35_fixed,G4,final_low_tavg,200,491,82,3.155745847366145,0.18494258054991697,0.00023699756686264747,-0.00047399513372529495,6.28877229700531,13267.588313786326,1326758.8313786325,True,-0.0002663126503858138,100.01502006678139,7173795.959673459,3300.3917747367746
is35_fixed,G5,final_high_tavg,200,33,99,3.8501566605986075,0.4947766516831762,-0.00043810624411396343,0.0008762124882279269,7.218946083515088,8238.807572937996,823880.7572937997,True,0.0014303812609564185,99.97724216011274,1665056.9036070057,1359.0312737994045
is35_plus,G1,low_tavg,0,338,45,1.6172313314639906,0.35074853072759105,-0.8515450218651047,1.7030900437302094,0.6356419668261202,0.37322863178384813,37.322863178384814,False,1.7149841163910429,5.308993870932226,6.409178966373565,81.22441325913684
is35_plus,G2,median_tavg,31,190,80,3.183132769850227,0.454533168517397,-1.6080645958044186,3.2161291916088373,0.46236983588607217,0.14376593984235322,14.376593984235322,False,3.1692959535412957,1.036602119495085,68.3706383163871,1.7241134226214827
is35_plus,G3,high_tavg,193,258,100,3.9186576845750505,0.21329158923616598,-1.9706045284178078,3.9412090568356155,0.5300577779288518,0.13449116001840145,13.449116001840144,False,3.9195952803491187,0.5754871712661617,36.94493041191286,148.51321133996902
is35_plus,G4,final_low_tavg,200,491,82,3.155745847366145,0.18494258054991697,-1.5755145711396412,3.1510291422792824,0.8485403394840181,0.2692899053514403,26.92899053514403,False,3.1523660835367804,0.14946403528658875,45.60730392683018,358.8128580021585
is35_plus,G5,final_high_tavg,200,33,99,3.8501566605986075,0.4947766516831762,-1.9119537358037915,3.823907471607583,1.7148974314388017,0.44846729272919705,44.8467292729197,False,3.866614119655575,0.6817693747283378,9.359649206655115,246.6003146278038
is35_minus,G1,low_tavg,0,338,45,1.6172313314639906,0.35074853072759105,0.6450195794911782,-1.2900391589823563,4.949377963056362,3.8366106397581485,383.66106397581484,False,-1.3833242813290585,179.7683753637493,993.8351279189972,1311.0901484859812
is35_minus,G2,median_tavg,31,190,80,3.183132769850227,0.454533168517397,1.1999032913377903,-2.3998065826755806,10.334463039103703,4.306373319295447,430.6373319295447,False,-2.5362615940056803,175.39134419418187,847.4277385173098,2173.643323503278
is35_minus,G3,high_tavg,193,258,100,3.9186576845750505,0.21329158923616598,1.4707254508369803,-2.9414509016739605,12.092311232021302,4.111002235372906,411.1002235372906,False,-3.1297750403683797,175.06271632891912,1827.4094445519934,5569.380248572368
is35_minus,G4,final_low_tavg,200,491,82,3.155745847366145,0.18494258054991697,1.1937434213659577,-2.3874868427319154,9.421641480930862,3.94625901692929,394.625901692929,False,-2.5513948113756584,175.65523201827438,2033.7752534842425,4994.3603430405865
is35_minus,G5,final_high_tavg,200,33,99,3.8501566605986075,0.4947766516831762,1.4487050823086953,-2.8974101646173906,11.239098676393835,3.879015409569388,387.9015409569388,False,-3.114323265246847,175.2543446937796,683.9932212592087,2171.5499282675623
dq5_fixed,G1,low_tavg,0,338,45,1.6172313314639906,0.35074853072759105,0.00016971520875478743,-0.00033943041750957487,4.700181324673515,13847.260240137228,1384726.0240137228,True,-0.0003004606779044868,100.02098836517112,3947816.8198973034,1240.0430544708147
dq5_fixed,G2,median_tavg,31,190,80,3.183132769850227,0.454533168517397,-0.001131196204044042,0.002262392408088084,9.715378690228789,4294.294241571964,429429.4241571964,True,0.002766984042862101,99.92892560343329,944670.2695887203,2037.4410853048535
dq5_fixed,G3,high_tavg,193,258,100,3.9186576845750505,0.21329158923616598,-0.0012406748797373357,0.0024813497594746714,11.328196026372627,4565.336258267326,456533.6258267326,True,0.002365551953257731,99.9366785782478,2140320.198760103,5211.13114536811
dq5_fixed,G4,final_low_tavg,200,491,82,3.155745847366145,0.18494258054991697,-0.00031240308429721547,0.0006248061685944309,8.909454465516557,14259.549462450632,1425954.946245063,True,0.0007786948133852908,99.98020099847028,7710157.648644577,4717.416540325525
dq5_fixed,G5,final_high_tavg,200,33,99,3.8501566605986075,0.4947766516831762,-0.0010163063379193076,0.002032612675838615,10.182939742869374,5009.778726617504,500977.87266175036,True,0.002647401676142754,99.94720701376545,1012433.374316428,1958.0881713452168
dq5_plus,G1,low_tavg,0,338,45,1.6172313314639906,0.35074853072759105,-1.2131931673980756,2.426386334796151,0.8267856960133741,0.3407477548635449,34.07477548635449,False,2.4418819082508207,50.03334944047102,2.8512666448810404,135.7203590556157
dq5_plus,G2,median_tavg,31,190,80,3.183132769850227,0.454533168517397,-2.2688449201826275,4.537689840365255,0.690906821685684,0.15225959595997207,15.225959595997207,False,4.473384321459771,42.55421210654566,66.50198346214982,52.003609316190065
