epoch,train_loss,val_loss,learning_rate
1,0.8228426767033478,0.2591191460540639,0.001
2,0.2834168125705538,0.29340538456665344,0.001
3,0.1790831351856241,0.29240620699687975,0.001
4,0.10542002943247855,0.16694973227544804,0.001
5,0.07461477653928093,0.16895164842184504,0.001
6,0.05586888868038033,0.14899754917147148,0.001
7,0.03763407514687034,0.1713582404810398,0.001
8,0.03284847862611513,0.13168458848153775,0.001
9,0.03401715554509295,0.14368046049158373,0.001
10,0.024638008783906783,0.15782729413971971,0.001
11,0.019328749289065434,0.12801986702935614,0.001
12,0.03150108893513015,0.14660469290628955,0.001
13,0.03929780406925159,0.15984910051917556,0.001
14,0.023885545341574162,0.1440246112607605,0.001
15,0.01768953106890421,0.13201809059179836,0.001
16,0.01685190096096766,0.15787873947205236,0.001
17,0.014582665730579243,0.139443715450479,0.001
18,0.01413792158542419,0.13428490616344102,0.001
19,0.01516355389064556,0.174816612358117,0.001
20,0.021134820619865123,0.13701426308249953,0.001
21,0.008303582192130735,0.13424234896601728,0.001
22,0.011805356111857155,0.13830922447626864,0.0005
23,0.006505485644840211,0.13436609999605673,0.0005
24,0.006006909685921643,0.15194832300072286,0.0005
25,0.007340376405512609,0.1397880826201012,0.0005
26,0.003961694698859683,0.13288081889573614,0.0005
27,0.002846236256197786,0.13396427709961412,0.0005
28,0.002104250761942986,0.13604217693580323,0.0005
29,0.002785969974916717,0.1392779303204954,0.0005
30,0.002137750605210935,0.1348746558326987,0.0005
31,0.0017954864842703497,0.13760322673403802,0.0005
32,0.00152266211859641,0.14466562470541663,0.0005
33,0.016748105274428226,0.14543741570776375,0.00025
34,0.006762785735531527,0.13269285487001808,0.00025
35,0.0035698305827917463,0.13479049099766793,0.00025
36,0.0026052075713600886,0.13598662051395397,0.00025
37,0.002069383406951409,0.1337390291453594,0.00025
38,0.001874657940776726,0.1364198206965603,0.00025
39,0.0015638173315805147,0.13593498161479609,0.00025
40,0.0014813657269378089,0.13264213168798988,0.00025
41,0.0013833257532730547,0.1328290113020892,0.00025
