epoch,train_mse_scaled,validation_mse_scaled
1,0.9835191965103149,0.34063607454299927
2,0.9565086364746094,0.09429390728473663
3,0.8616867065429688,0.06363756954669952
4,0.8271967172622681,0.20078615844249725
5,0.7424747943878174,0.4470764100551605
6,0.7202032208442688,0.5246419906616211
7,0.6778025031089783,0.42669057846069336
8,0.6449385285377502,0.4108036160469055
9,0.632068395614624,0.5273504257202148
10,0.5792636871337891,0.6954708099365234
11,0.5473869442939758,0.714211106300354
12,0.5165556073188782,0.6016412973403931
13,0.48770955204963684,0.5641592741012573
14,0.47419607639312744,0.7267895936965942
15,0.44620367884635925,1.0520795583724976
16,0.43379297852516174,1.048117756843567
17,0.4135272204875946,1.0185658931732178
18,0.4190458357334137,1.3505674600601196
19,0.41182708740234375,1.4607914686203003
20,0.4098464846611023,1.2149361371994019
21,0.40617018938064575,1.2899855375289917
22,0.4011712372303009,1.5001094341278076
23,0.40147924423217773,1.3354649543762207
24,0.38675785064697266,1.2776461839675903
25,0.3776610493659973,1.533963680267334
26,0.367571622133255,1.489271879196167
27,0.3586004078388214,1.300339937210083
28,0.3506598174571991,1.403237223625183
29,0.3365189731121063,1.3591220378875732
30,0.32816216349601746,1.161544680595398
31,0.3219338655471802,1.2453670501708984
32,0.31155291199684143,1.3225464820861816
33,0.303838849067688,1.1804490089416504
34,0.29536542296409607,1.2526522874832153
35,0.28611576557159424,1.318741798400879
36,0.27822741866111755,1.1364470720291138
37,0.2677533030509949,1.218967318534851
38,0.25619515776634216,1.2326654195785522
39,0.24515372514724731,1.1384453773498535
40,0.23348088562488556,1.4111590385437012
41,0.22281856834888458,1.1021918058395386
42,0.21777209639549255,1.6814883947372437
43,0.21684807538986206,1.063777208328247
44,0.20454970002174377,1.5633034706115723
45,0.1738259643316269,1.5327913761138916
46,0.15621238946914673,1.260962724685669
47,0.1626855432987213,2.056750774383545
48,0.16943298280239105,1.3112430572509766
49,0.14940306544303894,1.7626367807388306
50,0.11388731002807617,1.9967180490493774
51,0.11553449928760529,1.4421263933181763
52,0.12699927389621735,2.2203595638275146
53,0.1048775166273117,1.9045600891113281
54,0.07713726162910461,1.7171761989593506
55,0.08173251897096634,2.431162118911743
56,0.09309656172990799,1.6978381872177124
57,0.07721713185310364,2.182255268096924
58,0.050582680851221085,2.3033347129821777
59,0.04685702174901962,1.8604402542114258
60,0.06373434513807297,2.8542912006378174
61,0.08620044589042664,1.819078803062439
62,0.07131405174732208,2.4674665927886963
63,0.029878223314881325,2.619755268096924
64,0.031852178275585175,1.9965330362319946
65,0.06047363206744194,2.957379102706909
66,0.05024591460824013,2.392277956008911
67,0.016080856323242188,2.256777048110962
68,0.026001719757914543,3.0631110668182373
69,0.044973984360694885,2.3554158210754395
70,0.02457076497375965,2.6394240856170654
71,0.009190995246171951,3.0412261486053467
72,0.02537734992802143,2.3410630226135254
73,0.03071732446551323,2.897702693939209
74,0.011980574578046799,2.8836824893951416
75,0.008498352952301502,2.4878783226013184
76,0.02313992939889431,3.1606743335723877
77,0.023083919659256935,2.6677985191345215
78,0.008173295296728611,2.6856794357299805
79,0.007609207648783922,3.1152544021606445
80,0.016889460384845734,2.621960401535034
81,0.014413490891456604,2.933992385864258
82,0.0055097732692956924,2.9944772720336914
83,0.007473690435290337,2.6241965293884277
84,0.013387773185968399,3.0431723594665527
85,0.00970240868628025,2.8514935970306396
86,0.004434760194271803,2.7479586601257324
87,0.007268020883202553,3.076164722442627
88,0.010431542061269283,2.7242026329040527
89,0.00718854833394289,2.8582959175109863
90,0.004015028942376375,2.9745395183563232
91,0.006212315987795591,2.6906838417053223
92,0.007969394326210022,2.9431569576263428
93,0.005464040208607912,2.829803466796875
94,0.0036182866897433996,2.7077231407165527
95,0.005264234263449907,2.9365041255950928
