gene_id,source,magnet_cells,remote_tavg_nm,local_tavg_nm,remote_delta_t_nm,local_delta_t_nm,tavg_difference_nm,delta_t_difference_nm,max_point_difference_nm,passed
b31089763d9003ea03c8955b45acbf4d41d7316c1c0cfdd6847e05b5901cad73,U,120,4.423606910641781,4.423606910641781,0.839858464542476,0.839858464542476,0.0,0.0,0.0,True
05389c43608d9c9aa9c06f61fec2fc929402bc9b0f2de7d9f81adcdb8f106d27,L,67,2.51374112286973,2.5137411228697304,1.8089742910873787,1.8089742910873787,4.440892098500626e-16,0.0,0.0,True
