gene_id,bits,magnet_cells,pred_tavg_nm,pred_delta_t_nm,feasible,in_final_population,selection_reason
4b2e20f1efaba782b83b7a3390c1183445a8be71a23196dcb6528747df283f97,111011001011011101110011011010001110000111001100101101101011111101000110111101110100100100010011111100011110011101000010,68,2.5453197956085205,0.25360432267189026,1,1,pareto_front
859fa1758e606872a936a882f650db191dc8e2aaaaefa879d7d78e513b7debbc,011001101011111111111011110111011111010011011101111101100011101000111110001111111100111111111100111110111111111101111100,88,3.301273822784424,0.9183299541473389,1,1,pareto_front
