step,learning_rate,seconds,mse,old_mse,new_mse,attempts,grad_norm,amp_scale
1,0.0001,0.29043320000346284,0.054758284240961075,0.04498835972377232,0.12314778566360474,1,5.0405168533325195,128.0
2,0.0001,0.008527199999662116,0.10357392579317093,0.046648259673799784,0.5020536184310913,1,9.75373649597168,128.0
3,0.0001,0.006810499995481223,0.080446258187294,0.05576851112501962,0.2531905174255371,1,3.700759172439575,128.0
4,0.0001,0.004829199999221601,0.09020589292049408,0.02900769455092294,0.5185932517051697,1,5.7797088623046875,128.0
5,0.0001,0.005425699993793387,0.09858261793851852,0.026227029306547984,0.6050716638565063,1,5.292264461517334,128.0
6,0.0001,0.004809099998965394,0.11441445350646973,0.03550289997032711,0.6667953729629517,1,5.208775043487549,128.0
7,0.0001,0.004801300005055964,0.05939750373363495,0.04006827303341457,0.1947021186351776,1,4.163595199584961,128.0
8,0.0001,0.005062700001872145,0.137419193983078,0.03869427101952689,0.828493595123291,1,9.825695037841797,128.0
9,0.0001,0.0047329999943031,0.08735915273427963,0.03410146066120693,0.4601629972457886,1,4.347301483154297,128.0
10,0.0001,0.005356200003006961,0.13591966032981873,0.019239691751343862,0.9526793956756592,1,5.973125457763672,128.0
11,0.0001,0.006246700002520811,0.09638982266187668,0.07966572046279907,0.2134585678577423,1,3.9381699562072754,128.0
12,0.0001,0.005102000002807472,0.10386413335800171,0.04191960181508746,0.5374758243560791,1,6.49287748336792,128.0
13,0.0001,0.0052575000008801,0.07038729637861252,0.051023738724844794,0.2059321403503418,1,1.821750521659851,128.0
14,0.0001,0.005178599996725097,0.07750378549098969,0.05359827620642526,0.24484235048294067,1,3.6770358085632324,128.0
15,0.0001,0.005147700001543853,0.08446487039327621,0.04432415110724313,0.3654499053955078,1,5.2326979637146,128.0
16,0.0001,0.005754099998739548,0.05330542102456093,0.030127895729882375,0.21554811298847198,1,7.210961818695068,128.0
17,0.0001,0.004792499996256083,0.04395776242017746,0.030456996389797757,0.1384631246328354,1,2.2126827239990234,128.0
18,0.0001,0.005410899997514207,0.07956410944461823,0.03935016053063529,0.3610617518424988,1,1.9099739789962769,128.0
19,0.0001,0.005499200000485871,0.10733181983232498,0.039718100002833774,0.5806278586387634,1,4.292683124542236,128.0
20,0.0001,0.005184699999517761,0.0982959046959877,0.05794833813394819,0.3807288408279419,1,5.814997673034668,128.0
21,0.0001,0.005163099995115772,0.07776255905628204,0.041745888335364204,0.3298792243003845,1,1.9459012746810913,128.0
22,0.0001,0.005453900004795287,0.07066583633422852,0.035937096391405375,0.3137669861316681,1,7.945549488067627,128.0
23,0.0001,0.0055305999994743615,0.0495641753077507,0.036526305334908624,0.14082926511764526,1,1.9384934902191162,128.0
24,0.0001,0.006204999997862615,0.0559370294213295,0.03007807263306209,0.23694974184036255,1,3.522562026977539,128.0
25,0.0001,0.006872899997688364,0.04547405242919922,0.030013816697256907,0.1536957174539566,1,1.7105960845947266,128.0
26,0.0001,0.006369399998220615,0.052525363862514496,0.028142166989190236,0.2232077717781067,1,2.5905508995056152,128.0
27,0.0001,0.006245399999897927,0.07467383146286011,0.0372313346181597,0.3367713391780853,1,5.9593706130981445,128.0
28,0.0001,0.006164700003864709,0.038209397345781326,0.029940251793180193,0.09609341621398926,1,2.961587905883789,128.0
29,0.0001,0.005623999997624196,0.05543120205402374,0.04041328600474766,0.1605565994977951,1,1.4346871376037598,128.0
30,0.0001,0.005278500000713393,0.07440359890460968,0.026125886610576084,0.41234758496284485,1,4.537616729736328,128.0
31,0.0001,0.00582080000458518,0.04926946014165878,0.02907062428338187,0.19066129624843597,1,2.6719348430633545,128.0
32,0.0001,0.006574200000613928,0.04253159090876579,0.024078273347445896,0.17170482873916626,1,4.896535396575928,128.0
33,0.0001,0.005091899998660665,0.09733034670352936,0.03552541562489101,0.529964804649353,1,5.274082183837891,128.0
34,0.0001,0.005226699999184348,0.14203956723213196,0.026259643690926687,0.9524990916252136,1,3.6542460918426514,128.0
35,0.0001,0.005608600004052278,0.07355225086212158,0.04042002558708191,0.3054778277873993,1,2.261030673980713,128.0
36,0.0001,0.006556300002557691,0.12840108573436737,0.07799359730311803,0.4812535345554352,1,4.986905097961426,128.0
37,0.0001,0.00550229999498697,0.0831095427274704,0.04609038148607526,0.3422437310218811,1,8.362824440002441,128.0
38,0.0001,0.0061894000027677976,0.03979223594069481,0.03252979261534555,0.09062933921813965,1,1.216160535812378,128.0
