epoch,train_loss,val_loss,learning_rate
1,3.640856636416088,0.4433204250326797,0.001
2,0.6061162328640354,0.5046058725658341,0.001
3,0.3530421583615285,0.30344687461556485,0.001
4,0.18510368948962244,0.2727116749654362,0.001
5,0.101505178121337,0.2640408959554796,0.001
6,0.06846078951223239,0.2554090285479133,0.001
7,0.06342800100694267,0.21034978704517754,0.001
8,0.0444671105979677,0.26567768539065745,0.001
9,0.0771194883563048,0.36587095527506586,0.001
10,0.0655345553812574,0.20554412059967792,0.001
11,0.04008738343643363,0.2281637864919444,0.001
12,0.04058646824347933,0.24018173053193448,0.001
13,0.043159466969843956,0.18668380290714662,0.001
14,0.027187635096302933,0.20099323554270304,0.001
15,0.02509094451235762,0.18027039005685208,0.001
16,0.029588810443346582,0.1920446001400995,0.001
17,0.03585323529087481,0.2629711289533335,0.001
18,0.028011589843692588,0.1951635878774064,0.001
19,0.029652888287552356,0.26325271452837323,0.001
20,0.02285613701652856,0.21233650756564307,0.001
21,0.029259860085753295,0.2097909661260114,0.001
22,0.030286791127313247,0.19677306320610924,0.001
23,0.022146783248960574,0.19740092383688362,0.001
24,0.02259185663961734,0.19221889349951674,0.001
25,0.013501834543785257,0.17025541176843406,0.001
26,0.011687913800861247,0.17813344588920252,0.001
27,0.010193762205408236,0.1634496454130951,0.001
28,0.014324329249662583,0.18692541589487843,0.001
29,0.013350583453545369,0.19660167447963164,0.001
30,0.013557935222867076,0.1768770524073596,0.001
31,0.10187873359325206,0.19756767869143937,0.001
32,0.05444203326302096,0.16726364047076572,0.001
33,0.041812615688204186,0.17681597721813924,0.001
34,0.02379262004693432,0.16660851588593192,0.001
35,0.025999578469772404,0.16121034683724542,0.001
36,0.01757633672775898,0.16060522209797332,0.001
37,0.02017166968040509,0.18422708953197917,0.001
38,0.01802350612255509,0.1791490097321681,0.001
39,0.04637074611723888,0.1820876051982244,0.001
40,0.030227733894335387,0.20551049351618064,0.001
41,0.017773777728229596,0.1877503328358949,0.001
42,0.026424971295115514,0.15787776381666982,0.001
43,0.01785366032580163,0.18357590700856488,0.001
44,0.0180181094602066,0.18298326636576534,0.001
45,0.049156497586663885,0.18224773663489974,0.001
46,0.028202727785875965,0.1666578067031073,0.001
47,0.07078968238089661,0.29907377768511795,0.001
48,0.09254458104753441,0.1416825584659529,0.001
49,0.054706626992211696,0.19537700308644357,0.001
50,0.06468552271664842,0.1928373609683407,0.001
51,0.029431668747685758,0.12939175666861275,0.001
52,0.027496714050008905,0.1323836616689886,0.001
53,0.028432353629150253,0.13834174866996593,0.001
54,0.013664348532706334,0.12815066323203234,0.001
55,0.011725958224921722,0.13384402547013108,0.001
56,0.010159393074412736,0.1310540372088774,0.001
57,0.006605076038483956,0.13600790144792244,0.001
58,0.006266972503272885,0.12195441501205834,0.001
59,0.008741239395196089,0.1360328798715155,0.001
60,0.009727945893903241,0.1459277343764827,0.001
61,0.01535316126850935,0.14991939271712185,0.001
62,0.009231841231103459,0.12836961044156137,0.001
63,0.009659720330764909,0.13606381483042418,0.001
64,0.008674634271690677,0.13349540876363641,0.001
65,0.006331059916636418,0.14133454599783787,0.001
66,0.009187328177550963,0.18508413485923217,0.001
67,0.26101247158935637,0.2868815211959146,0.001
68,0.13865320551143742,0.19701987186178047,0.001
69,0.10290719594478341,0.16626841660162703,0.0005
70,0.04296613668912862,0.1665958531608629,0.0005
71,0.029816500941725447,0.13814758468623184,0.0005
72,0.02264139395406513,0.13241019841302093,0.0005
73,0.021995684551438494,0.13584392936668585,0.0005
74,0.01844424745244459,0.15857657942161038,0.0005
75,0.0185462414591242,0.1480648176587043,0.0005
76,0.014858921878704325,0.14490528249028903,0.0005
77,0.012754000789810848,0.1463444996532516,0.0005
78,0.03129233134995602,0.17819428362360049,0.0005
79,0.028424950284491955,0.15687891692664493,0.0005
80,0.02295488265312901,0.14817600356257377,0.00025
81,0.11191366715076376,0.17909992052547968,0.00025
82,0.030183185319703824,0.13481965357094855,0.00025
83,0.028314197932265143,0.14974700941226968,0.00025
84,0.0182253209331022,0.15756532720368893,0.00025
85,0.01641305338138654,0.16566607052117438,0.00025
86,0.01758010049611164,0.15124991806733667,0.00025
87,0.012965699105441503,0.13975225815280753,0.00025
88,0.012358040800964441,0.1340518819529619,0.00025
