relative_path,absolute_path,reader,version,read_status,variable_count,candidate_count,error
IA_test_group4/best_result_20260205_145651.mat,C:\Users\26096\Desktop\em\FP\IA_test_group4\best_result_20260205_145651.mat,scipy.io,MATLAB v5-v7.2,ok,104,7,
IA_test_group4/best_result_20260205_172915.mat,C:\Users\26096\Desktop\em\FP\IA_test_group4\best_result_20260205_172915.mat,scipy.io,MATLAB v5-v7.2,ok,104,7,
IA_test_group4/trace_all_20260205_145651.mat,C:\Users\26096\Desktop\em\FP\IA_test_group4\trace_all_20260205_145651.mat,h5py,MATLAB v7.3/HDF5,ok,93,6,
IA_test_group4/trace_all_20260205_152548.mat,C:\Users\26096\Desktop\em\FP\IA_test_group4\trace_all_20260205_152548.mat,h5py,MATLAB v7.3/HDF5,ok,94,6,
IA_test_group4/trace_all_20260205_172915.mat,C:\Users\26096\Desktop\em\FP\IA_test_group4\trace_all_20260205_172915.mat,h5py,MATLAB v7.3/HDF5,ok,94,6,
IA_test_groupA/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_groupA/best_result_20251224_164638.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\best_result_20251224_164638.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/best_result_20251225_164109.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\best_result_20251225_164109.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/best_result_20251225_205212.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\best_result_20251225_205212.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/best_result_20251228_164352.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\best_result_20251228_164352.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/best_result_20251229_005752.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\best_result_20251229_005752.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/best_result_20251229_211603.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\best_result_20251229_211603.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/best_result_20260103_045247.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\best_result_20260103_045247.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/best_result_20260104_040221.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\best_result_20260104_040221.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/best_result_20260107_221145.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\best_result_20260107_221145.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/0103 groupA/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\0103 groupA\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_groupA/0103 groupA/best_result_20260103_174233.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\0103 groupA\best_result_20260103_174233.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/0104 groupA/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\0104 groupA\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_groupA/0104 groupA/best_result_20260105_081953.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\0104 groupA\best_result_20260105_081953.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/1225/best_result_20251225_205238.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1225\best_result_20251225_205238.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/1226/best_result_20251226_165530.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1226\best_result_20251226_165530.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/1227.1/best_result_20251227_151645.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1227.1\best_result_20251227_151645.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/1227.2/best_result_20251228_001658.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1227.2\best_result_20251228_001658.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/1229/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1229\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_groupA/1229/best_result_20251229_221434.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1229\best_result_20251229_221434.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/1230/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1230\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_groupA/1230/best_result_20251230_130901.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1230\best_result_20251230_130901.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/1230.2/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1230.2\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_groupA/1230.2/best_result_20251230_165105.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1230.2\best_result_20251230_165105.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/1230.3/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1230.3\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_groupA/1230.3/best_result_20251230_212929.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1230.3\best_result_20251230_212929.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_groupA/1231/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1231\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_groupA/1231/best_result_20251231_192359.mat,C:\Users\26096\Desktop\em\FP\IA_test_groupA\1231\best_result_20251231_192359.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/best_result_20260125_163246.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\best_result_20260125_163246.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/best_result_20260127_175045.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\best_result_20260127_175045.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/best_result_20260202_153442.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\best_result_20260202_153442.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/best_result_20260203_125234.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\best_result_20260203_125234.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/best_result_20260204_123506.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\best_result_20260204_123506.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/0122/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0122\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_N/0122/best_result_20260123_014838.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0122\best_result_20260123_014838.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/0123/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0123\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_N/0123/best_result_20260124_024015.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0123\best_result_20260124_024015.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/0126/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0126\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_N/0126/best_result_20260126_220103.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0126\best_result_20260126_220103.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/0128/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0128\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_N/0128/best_result_20260128_213005.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0128\best_result_20260128_213005.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/0129/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0129\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_N/0129/best_result_20260130_025912.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0129\best_result_20260130_025912.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/0201/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0201\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_N/0201/best_result_20260201_151024.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0201\best_result_20260201_151024.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
IA_test_N/0204 100gen/best_bits_coarse.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0204 100gen\best_bits_coarse.mat,scipy.io,MATLAB v5-v7.2,ok,84,5,
IA_test_N/0204 100gen/best_result_20260205_123957.mat,C:\Users\26096\Desktop\em\FP\IA_test_N\0204 100gen\best_result_20260205_123957.mat,scipy.io,MATLAB v5-v7.2,ok,87,7,
