file,variable_path,variable_name,shape,dtype,reason
IA_test/best_result_20260116_200125.mat,best_bits_hist,best_bits_hist,"(5, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/best_result_20260116_200125.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260116_200125.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260116_200125.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260117_234227.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/best_result_20260117_234227.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/best_result_20260117_234227.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/best_result_20260117_234227.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/best_result_20260117_234227.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260117_234227.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260117_234227.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260118_224448.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/best_result_20260118_224448.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/best_result_20260118_224448.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/best_result_20260118_224448.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/best_result_20260118_224448.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260118_224448.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260118_224448.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260118_224518.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/best_result_20260118_224518.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/best_result_20260118_224518.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/best_result_20260118_224518.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/best_result_20260118_224518.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260118_224518.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/best_result_20260118_224518.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0103 groupB/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0103 groupB/best_bits_coarse.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0103 groupB/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0103 groupB/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0103 groupB/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0103 groupB/best_result_20260103_164233.mat,J_hist,J_hist,"(5,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/0103 groupB/best_result_20260103_164233.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0103 groupB/best_result_20260103_164233.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0103 groupB/best_result_20260103_164233.mat,best_bits_hist,best_bits_hist,"(5, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0103 groupB/best_result_20260103_164233.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0103 groupB/best_result_20260103_164233.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0103 groupB/best_result_20260103_164233.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupA/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0104 groupA/best_bits_coarse.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0104 groupA/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupA/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupA/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupA/best_result_20260105_081953.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/0104 groupA/best_result_20260105_081953.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0104 groupA/best_result_20260105_081953.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0104 groupA/best_result_20260105_081953.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0104 groupA/best_result_20260105_081953.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupA/best_result_20260105_081953.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupA/best_result_20260105_081953.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupB/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0104 groupB/best_bits_coarse.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0104 groupB/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupB/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupB/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupB/best_result_20260104_150857.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/0104 groupB/best_result_20260104_150857.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0104 groupB/best_result_20260104_150857.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0104 groupB/best_result_20260104_150857.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0104 groupB/best_result_20260104_150857.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupB/best_result_20260104_150857.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0104 groupB/best_result_20260104_150857.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0107 groupA2/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0107 groupA2/best_bits_coarse.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0107 groupA2/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0107 groupA2/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0107 groupA2/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0107 groupA2/best_result_20260107_145512.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/0107 groupA2/best_result_20260107_145512.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0107 groupA2/best_result_20260107_145512.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0107 groupA2/best_result_20260107_145512.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0107 groupA2/best_result_20260107_145512.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0107 groupA2/best_result_20260107_145512.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0107 groupA2/best_result_20260107_145512.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0109 groupA2 best/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0109 groupA2 best/best_bits_coarse.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0109 groupA2 best/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0109 groupA2 best/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0109 groupA2 best/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0109 groupA2 best/best_result_group4 100gen.mat,J_hist,J_hist,"(5,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/0109 groupA2 best/best_result_group4 100gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0109 groupA2 best/best_result_group4 100gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0109 groupA2 best/best_result_group4 100gen.mat,best_bits_hist,best_bits_hist,"(5, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0109 groupA2 best/best_result_group4 100gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0109 groupA2 best/best_result_group4 100gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0109 groupA2 best/best_result_group4 100gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0118 groupA2/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0118 groupA2/best_bits_coarse.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0118 groupA2/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0118 groupA2/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0118 groupA2/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0118 groupA2/best_result_20260118_222549.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/0118 groupA2/best_result_20260118_222549.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0118 groupA2/best_result_20260118_222549.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0118 groupA2/best_result_20260118_222549.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0118 groupA2/best_result_20260118_222549.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0118 groupA2/best_result_20260118_222549.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0118 groupA2/best_result_20260118_222549.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0119 groupA2 存在悬浮铁/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0119 groupA2 存在悬浮铁/best_bits_coarse.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0119 groupA2 存在悬浮铁/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0119 groupA2 存在悬浮铁/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0119 groupA2 存在悬浮铁/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0119 groupA2 存在悬浮铁/best_result_20260119_234704.mat,J_hist,J_hist,"(20,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/0119 groupA2 存在悬浮铁/best_result_20260119_234704.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0119 groupA2 存在悬浮铁/best_result_20260119_234704.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0119 groupA2 存在悬浮铁/best_result_20260119_234704.mat,best_bits_hist,best_bits_hist,"(20, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0119 groupA2 存在悬浮铁/best_result_20260119_234704.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0119 groupA2 存在悬浮铁/best_result_20260119_234704.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0119 groupA2 存在悬浮铁/best_result_20260119_234704.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0120/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0120/best_bits_coarse.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0120/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0120/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0120/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/0120/best_result_20260121_013313.mat,J_hist,J_hist,"(20,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/0120/best_result_20260121_013313.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/0120/best_result_20260121_013313.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0120/best_result_20260121_013313.mat,best_bits_hist,best_bits_hist,"(20, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/0120/best_result_20260121_013313.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0120/best_result_20260121_013313.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/0120/best_result_20260121_013313.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1225/best_result_20251225_205238.mat,J_hist,J_hist,"(6,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/1225/best_result_20251225_205238.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1225/best_result_20251225_205238.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1225/best_result_20251225_205238.mat,best_bits_hist,best_bits_hist,"(6, 45)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1225/best_result_20251225_205238.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1225/best_result_20251225_205238.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1225/best_result_20251225_205238.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1226/best_result_20251226_165530.mat,J_hist,J_hist,"(6,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/1226/best_result_20251226_165530.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1226/best_result_20251226_165530.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1226/best_result_20251226_165530.mat,best_bits_hist,best_bits_hist,"(6, 45)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1226/best_result_20251226_165530.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1226/best_result_20251226_165530.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1226/best_result_20251226_165530.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1227.1/best_result_20251227_151645.mat,J_hist,J_hist,"(4,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/1227.1/best_result_20251227_151645.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1227.1/best_result_20251227_151645.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1227.1/best_result_20251227_151645.mat,best_bits_hist,best_bits_hist,"(4, 45)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1227.1/best_result_20251227_151645.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1227.1/best_result_20251227_151645.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1227.1/best_result_20251227_151645.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1227.2/best_result_20251228_001658.mat,J_hist,J_hist,"(5,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/1227.2/best_result_20251228_001658.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1227.2/best_result_20251228_001658.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1227.2/best_result_20251228_001658.mat,best_bits_hist,best_bits_hist,"(5, 45)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1227.2/best_result_20251228_001658.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1227.2/best_result_20251228_001658.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1227.2/best_result_20251228_001658.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1229/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1229/best_bits_coarse.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1229/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1229/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1229/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1229/best_result_20251229_221434.mat,J_hist,J_hist,"(5,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/1229/best_result_20251229_221434.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1229/best_result_20251229_221434.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1229/best_result_20251229_221434.mat,best_bits_hist,best_bits_hist,"(5, 45)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1229/best_result_20251229_221434.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1229/best_result_20251229_221434.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1229/best_result_20251229_221434.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1230/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1230/best_bits_coarse.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1230/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1230/best_result_20251230_130901.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/1230/best_result_20251230_130901.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1230/best_result_20251230_130901.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1230/best_result_20251230_130901.mat,best_bits_hist,best_bits_hist,"(10, 45)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1230/best_result_20251230_130901.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230/best_result_20251230_130901.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230/best_result_20251230_130901.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.2/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1230.2/best_bits_coarse.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1230.2/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.2/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.2/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.2/best_result_20251230_165105.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/1230.2/best_result_20251230_165105.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1230.2/best_result_20251230_165105.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1230.2/best_result_20251230_165105.mat,best_bits_hist,best_bits_hist,"(10, 45)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1230.2/best_result_20251230_165105.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.2/best_result_20251230_165105.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.2/best_result_20251230_165105.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.3/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1230.3/best_bits_coarse.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1230.3/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.3/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.3/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.3/best_result_20251230_212929.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/1230.3/best_result_20251230_212929.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1230.3/best_result_20251230_212929.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1230.3/best_result_20251230_212929.mat,best_bits_hist,best_bits_hist,"(10, 45)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1230.3/best_result_20251230_212929.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.3/best_result_20251230_212929.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1230.3/best_result_20251230_212929.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1231/best_bits_coarse.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1231/best_bits_coarse.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
IA_test/1231/best_bits_coarse.mat,ctx.domain.design_mask,design_mask,"(5, 9)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1231/best_bits_coarse.mat,ctx.domain.design_idx,design_idx,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: design
IA_test/1231/best_bits_coarse.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
IA_test/1231/best_result_20251231_192359.mat,J_hist,J_hist,"(20,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
IA_test/1231/best_result_20251231_192359.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
IA_test/1231/best_result_20251231_192359.mat,best_bits,best_bits,"(45,)",uint8,变量名/完整路径包含性能或设计关键词: best
