file,variable_path,variable_name,shape,dtype,reason
CLONALG/best_result_0128_groupN_40gen.mat,best_bits_hist,best_bits_hist,"(5, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0128_groupN_40gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0128_groupN_40gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0128_groupN_40gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0129_groupN_50gen.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0129_groupN_50gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0129_groupN_50gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0129_groupN_50gen.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0129_groupN_50gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0129_groupN_50gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0129_groupN_50gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0201_groupN_65gen.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0201_groupN_65gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0201_groupN_65gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0201_groupN_65gen.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0201_groupN_65gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0201_groupN_65gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0201_groupN_65gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0204_groupN_100gen.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0204_groupN_100gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0204_groupN_100gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0204_groupN_100gen.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0204_groupN_100gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0204_groupN_100gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0204_groupN_100gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0227_groupF_30gen.mat,J_hist,J_hist,"(10,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0227_groupF_30gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0227_groupF_30gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0227_groupF_30gen.mat,best_bits_hist,best_bits_hist,"(10, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0227_groupF_30gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0227_groupF_30gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0227_groupF_30gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0228_groupF_50gen.mat,J_hist,J_hist,"(20,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0228_groupF_50gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0228_groupF_50gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0228_groupF_50gen.mat,best_bits_hist,best_bits_hist,"(20, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0228_groupF_50gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0228_groupF_50gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0228_groupF_50gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0228_groupF_70gen.mat,J_hist,J_hist,"(20,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0228_groupF_70gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0228_groupF_70gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0228_groupF_70gen.mat,best_bits_hist,best_bits_hist,"(20, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0228_groupF_70gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0228_groupF_70gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0228_groupF_70gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0302_groupF_160gen.mat,J_hist,J_hist,"(20,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0302_groupF_160gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0302_groupF_160gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0302_groupF_160gen.mat,best_bits_hist,best_bits_hist,"(20, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0302_groupF_160gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0302_groupF_160gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0302_groupF_160gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0302_groupF_300gen.mat,J_hist,J_hist,"(100,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0302_groupF_300gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0302_groupF_300gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0302_groupF_300gen.mat,best_bits_hist,best_bits_hist,"(100, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0302_groupF_300gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0302_groupF_300gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0302_groupF_300gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0302_groupF_400gen.mat,J_hist,J_hist,"(100,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0302_groupF_400gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0302_groupF_400gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0302_groupF_400gen.mat,best_bits_hist,best_bits_hist,"(100, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0302_groupF_400gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0302_groupF_400gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0302_groupF_400gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0303_groupF_700gen.mat,J_hist,J_hist,"(100,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0303_groupF_700gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0303_groupF_700gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0303_groupF_700gen.mat,best_bits_hist,best_bits_hist,"(100, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0303_groupF_700gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0303_groupF_700gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0303_groupF_700gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0304_groupF_800gen.mat,J_hist,J_hist,"(100,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0304_groupF_800gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0304_groupF_800gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0304_groupF_800gen.mat,best_bits_hist,best_bits_hist,"(100, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0304_groupF_800gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0304_groupF_800gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0304_groupF_800gen.mat,ctx.groupId_design,groupId_design,(),int64,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0305_groupF_900gen.mat,J_hist,J_hist,"(100,)",float64,变量名/完整路径包含性能或设计关键词: j_hist
CLONALG/best_result_0305_groupF_900gen.mat,bestOverall,bestOverall,(),float64,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0305_groupF_900gen.mat,best_bits,best_bits,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0305_groupF_900gen.mat,best_bits_hist,best_bits_hist,"(100, 180)",uint8,变量名/完整路径包含性能或设计关键词: best
CLONALG/best_result_0305_groupF_900gen.mat,ctx.domain.design_mask,design_mask,"(10, 18)",uint8,变量名/完整路径包含性能或设计关键词: design
CLONALG/best_result_0305_groupF_900gen.mat,ctx.domain.design_idx,design_idx,"(180,)",uint8,变量名/完整路径包含性能或设计关键词: design
