relative_path,absolute_path,encoding,read_status,format,frequency,precision,min_angle,depth,length_unit,problem_type,coordinates,point_count,boundary_count,material_count,circuit_count,node_count,segment_count,arc_count,block_label_count,material_names,assigned_material_names,circuit_names,current_settings,magnetization_directions,geometry_bbox,model_center,geometry_signature,error
IA_test/best_J0.238035_20251229_211603.fem,C:\Users\26096\Desktop\em\FP\IA_test\best_J0.238035_20251229_211603.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,419,393,306,552,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""0""},{""name"":""C+"",""current_re"":""0""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""0""},{""name"":""C-"",""current_re"":""0""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",dc177e08cf17f52323fc5d3387e092ddf771a5af146a0b4f10be8ff0179c86fd,
IA_test/best_J0.257147_20251228_164352.fem,C:\Users\26096\Desktop\em\FP\IA_test\best_J0.257147_20251228_164352.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1499,933,846,552,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""-3.0310889132455348""},{""name"":""B+"",""current_re"":""3.0310889132455356""},{""name"":""C+"",""current_re"":""2.1431318985078681e-016""},{""name"":""A-"",""current_re"":""3.0310889132455348""},{""name"":""B-"",""current_re"":""-3.0310889132455356""},{""name"":""C-"",""current_re"":""-2.1431318985078681e-016""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",f6232c59adabea39256a96d92898a72aa9eb6d7ad6c0fb53e3b5006c3341d48d,
IA_test/0103 groupB/best_J0.110898_20260103_164233.fem,C:\Users\26096\Desktop\em\FP\IA_test\0103 groupB\best_J0.110898_20260103_164233.fem,utf-8-sig,ok,4.0,0,1e-008,15,36,millimeters,planar,cartesian,0,26,7,6,1712,1518,222,330,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""0""},{""name"":""C+"",""current_re"":""0""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""0""},{""name"":""C-"",""current_re"":""0""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",f96d558e67faf4b0be6e90a71fd58bddd0a6f99d08fc2fb72d07e032af697644,
IA_test/0104 groupA/best_J0.0994011_20260105_081953.fem,C:\Users\26096\Desktop\em\FP\IA_test\0104 groupA\best_J0.0994011_20260105_081953.fem,utf-8-sig,ok,4.0,0,1e-008,15,36,millimeters,planar,cartesian,0,26,7,6,1784,1566,252,348,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""0""},{""name"":""C+"",""current_re"":""0""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""0""},{""name"":""C-"",""current_re"":""0""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",dad76daefa4cde1d0c6c602fe1b1541c97d80f7954a126a8e9f789cd2d82c1c3,
IA_test/0104 groupB/best_J0.106306_20260104_150857.fem,C:\Users\26096\Desktop\em\FP\IA_test\0104 groupB\best_J0.106306_20260104_150857.fem,utf-8-sig,ok,4.0,0,1e-008,15,36,millimeters,planar,cartesian,0,26,7,6,1790,1590,246,360,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""0""},{""name"":""C+"",""current_re"":""0""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""0""},{""name"":""C-"",""current_re"":""0""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",b7b6f6d18dae36dada8d551d8de482c7ccd1092fbbf0c256a115db9541a34a6c,
IA_test/0107 groupA2/best_J0.082148_20260107_145512.fem,C:\Users\26096\Desktop\em\FP\IA_test\0107 groupA2\best_J0.082148_20260107_145512.fem,utf-8-sig,ok,4.0,0,1e-008,15,36,millimeters,planar,cartesian,0,26,7,6,1790,1572,252,348,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""0""},{""name"":""C+"",""current_re"":""0""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""0""},{""name"":""C-"",""current_re"":""0""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",efd36b43a923897f83c8e3cf27d7ca85a500b665c86dfacf6e9ca32ffc8f0c3c,
IA_test/0109 groupA2 best/best_J0.080216_20260109_165414.fem,C:\Users\26096\Desktop\em\FP\IA_test\0109 groupA2 best\best_J0.080216_20260109_165414.fem,utf-8-sig,ok,4.0,0,1e-008,15,36,millimeters,planar,cartesian,0,26,7,6,1838,1608,264,360,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""0""},{""name"":""C+"",""current_re"":""0""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""0""},{""name"":""C-"",""current_re"":""0""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",8b6d9cf0347029982a816fb8b5455c5fa2f16b7d68ea63628817a3be9f033a52,
IA_test/0118 groupA2/tmp_eval_20260119_004747212_814724.fem,C:\Users\26096\Desktop\em\FP\IA_test\0118 groupA2\tmp_eval_20260119_004747212_814724.fem,utf-8-sig,ok,4.0,0,1e-008,15,36,millimeters,planar,cartesian,0,26,7,6,1838,1620,264,360,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""-3.0310889132455348""},{""name"":""B+"",""current_re"":""3.0310889132455356""},{""name"":""C+"",""current_re"":""2.1431318985078681e-016""},{""name"":""A-"",""current_re"":""3.0310889132455348""},{""name"":""B-"",""current_re"":""-3.0310889132455356""},{""name"":""C-"",""current_re"":""-2.1431318985078681e-016""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",a93c2c855fb69e97d96643d8e0101fe635c0c00f303928770e86abe64cd4308f,
IA_test/0120/tmp_eval_20260121_103344220_905792.fem,C:\Users\26096\Desktop\em\FP\IA_test\0120\tmp_eval_20260121_103344220_905792.fem,utf-8-sig,ok,4.0,0,1e-008,15,36,millimeters,planar,cartesian,0,26,7,6,1862,1626,294,372,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""-3.0310889132455348""},{""name"":""B+"",""current_re"":""3.0310889132455356""},{""name"":""C+"",""current_re"":""2.1431318985078681e-016""},{""name"":""A-"",""current_re"":""3.0310889132455348""},{""name"":""B-"",""current_re"":""-3.0310889132455356""},{""name"":""C-"",""current_re"":""-2.1431318985078681e-016""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",85949a8dfc16bf8bea491bdd0f4c09c126a3c2aab877ada9d5af3029b09c8a61,
IA_test/12.21 N3G10/w01/blank_inset_9x5_w01.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\blank_inset_9x5_w01.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,11,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""0""},{""name"":""C+"",""current_re"":""0""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""0""},{""name"":""C-"",""current_re"":""0""}]","[0.0,1.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",da31af969f63643f1190d05509be74dd70e893449609a65a7eab6ba01fbad4be,
IA_test/12.21 N3G10/w01/case_000001.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_000001.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",e53c2a5088bf074568e8874c2a36bd54ac01dfdc83c14f412e2c867134284cbc,
IA_test/12.21 N3G10/w01/case_05963250-a8c1-4677-b3e3-be5039f26d1d.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_05963250-a8c1-4677-b3e3-be5039f26d1d.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",51a3635ef9b753fd464ceabb061a098a9ff33190fcd9220630e29a708c2dc8fb,
IA_test/12.21 N3G10/w01/case_1141e6dc-b050-48d0-87ac-9a58316d5c79.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_1141e6dc-b050-48d0-87ac-9a58316d5c79.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",47fb324b8cd02eb07fceb5d094f75e39b54efcfa3078a89e324024359ecaaf39,
IA_test/12.21 N3G10/w01/case_115ad528-f65b-4929-bfa4-daf3ca841231.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_115ad528-f65b-4929-bfa4-daf3ca841231.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",fccf10f09ead35263f5aed913e323450a59d0c66e12c2e956e42792a17f92177,
IA_test/12.21 N3G10/w01/case_159544e8-63cb-4408-9973-e9d2ad3a60bd.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_159544e8-63cb-4408-9973-e9d2ad3a60bd.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",e1ae60c06a0faa205e5ab7096642af255fc2b8cec518631afdd4018570081c32,
IA_test/12.21 N3G10/w01/case_1915b143-be46-4c57-85bf-b92b1c59bba4.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_1915b143-be46-4c57-85bf-b92b1c59bba4.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",9d1c8638514ef3a5e17d2f5de2e893fa5ed46b0178672fe077b37bb3b027a445,
IA_test/12.21 N3G10/w01/case_26334935-dc9f-4603-8b42-fe82caaf8ec9.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_26334935-dc9f-4603-8b42-fe82caaf8ec9.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",bbb21e0373879c6ba77484c3b90dd56d2b4e8a930a321db6674fddef7d2709bb,
IA_test/12.21 N3G10/w01/case_2b2a547c-f178-454b-9e44-02c863fd6322.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_2b2a547c-f178-454b-9e44-02c863fd6322.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",78b5fa880cc8d751d0d16da7b0c0ab13d8a214825f488dcd0d55faecdf8ed433,
IA_test/12.21 N3G10/w01/case_3881750a-9f02-446d-911b-1e57fa0eca81.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_3881750a-9f02-446d-911b-1e57fa0eca81.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",9a0cdef2beba60ae2ffa1ffe44ec366f5d982967b23168027bfcfae4bce31ef8,
IA_test/12.21 N3G10/w01/case_3a720ac5-09fc-4fb1-a0ba-2dca1089d401.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_3a720ac5-09fc-4fb1-a0ba-2dca1089d401.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",64c481533513967c79853d34326f884bccd399494358754db45ad5dbfef3fff1,
IA_test/12.21 N3G10/w01/case_3ac07a5b-3e67-4c68-895f-a1c664264ced.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_3ac07a5b-3e67-4c68-895f-a1c664264ced.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",8f265fbe398352d7582470e57893588fb74f75ed89e080d8838b3e8031401b13,
IA_test/12.21 N3G10/w01/case_435bdce4-b8b9-421e-926e-a54b11a7b00b.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_435bdce4-b8b9-421e-926e-a54b11a7b00b.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",5f3cd38eb0b41ad3c9aed6e8e3fce6c2b98d653ea232bbe9cd14cb12657201b6,
IA_test/12.21 N3G10/w01/case_529bb037-4ab6-4ecd-a709-ad9308af1d2f.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_529bb037-4ab6-4ecd-a709-ad9308af1d2f.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",eb0757fbfd479d8c1ed4dd0fdbd4785094f9b9bc8add84c3ec05a966a981e15f,
IA_test/12.21 N3G10/w01/case_5788955c-1a7b-42ad-9bb5-3897f1f1a6b4.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_5788955c-1a7b-42ad-9bb5-3897f1f1a6b4.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",0648d12b4973c11740b81e2fa672a59de097058b5536af51d1b39cf6d63b9ae2,
IA_test/12.21 N3G10/w01/case_5990fe76-0532-4c4c-a616-1dc97f2c102d.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_5990fe76-0532-4c4c-a616-1dc97f2c102d.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",a5e6b2c11b94d36172148843de9d20fc7ceafc1b639267ae5d7e30d0e2f184fc,
IA_test/12.21 N3G10/w01/case_605aa08e-3688-4deb-b757-aead046701a8.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_605aa08e-3688-4deb-b757-aead046701a8.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",04f5ea358bc6eb94aff3a128bda9c8ff47da6ea3f545fb6e29635c464a3929f7,
IA_test/12.21 N3G10/w01/case_6ea6528f-1564-4893-8bfc-b1396461dd94.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_6ea6528f-1564-4893-8bfc-b1396461dd94.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",6ca015a223fc7e4cae541cd6ce52f25097c5e5dcc292846271e6eb4d87473d11,
IA_test/12.21 N3G10/w01/case_7027617d-4c95-41c7-a3e3-467928059793.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_7027617d-4c95-41c7-a3e3-467928059793.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",848469add6e0f63cc12e7ff1839fc7f9eb131db2ef9981a7aaa5e637a5724660,
IA_test/12.21 N3G10/w01/case_7c635f09-76c8-4c6d-8b57-2013080f7f33.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_7c635f09-76c8-4c6d-8b57-2013080f7f33.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",c667c460b1cedff2460b6d948c7c2cf1380f6f0e81258f7bd03f74c6c4d2c34a,
IA_test/12.21 N3G10/w01/case_7cc4f036-aae5-4a5b-99ca-ab8d40ea2659.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_7cc4f036-aae5-4a5b-99ca-ab8d40ea2659.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",d4b4e216ba1c300a001a522e9c2e6dd4f002b202a13b3e6656efae10ad803830,
