relative_path,absolute_path,encoding,read_status,format,frequency,precision,min_angle,depth,length_unit,problem_type,coordinates,point_count,boundary_count,material_count,circuit_count,node_count,segment_count,arc_count,block_label_count,material_names,assigned_material_names,circuit_names,current_settings,magnetization_directions,geometry_bbox,model_center,geometry_signature,error
IA_test/12.21 N3G10/w01/case_845bec1a-d7c1-4128-971a-228fe0cf726e.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_845bec1a-d7c1-4128-971a-228fe0cf726e.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",2baf4f8e0dc4d34ab2d3c22452dac2640597cf5fe10719d9bcb2c2821c47cde2,
IA_test/12.21 N3G10/w01/case_8513135f-ba52-4e31-afc6-966c01f1b3bc.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_8513135f-ba52-4e31-afc6-966c01f1b3bc.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",c5322de7761ddbff4a471895dfb1e0b3da98372ac7a799a826d19a3fabb0db2e,
IA_test/12.21 N3G10/w01/case_924cd090-aa4f-49ba-8a04-282f6d2b4f1d.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_924cd090-aa4f-49ba-8a04-282f6d2b4f1d.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",6ca015a223fc7e4cae541cd6ce52f25097c5e5dcc292846271e6eb4d87473d11,
IA_test/12.21 N3G10/w01/case_96dab361-cb17-4e91-a8eb-655d2308954d.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_96dab361-cb17-4e91-a8eb-655d2308954d.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",ac0aa7e0db9d7f7f7ac687a664a0817fe4b46fdee0882d77203ea7c5b6c01dd1,
IA_test/12.21 N3G10/w01/case_a4dead31-1a55-488e-9fab-d4706f6eb981.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_a4dead31-1a55-488e-9fab-d4706f6eb981.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",0f3620a94ac35d8ac42d17ad2387013a5a9166db941afc47d020162ba91b481e,
IA_test/12.21 N3G10/w01/case_a749e1e3-7a3a-4188-87da-d4e965f4a648.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_a749e1e3-7a3a-4188-87da-d4e965f4a648.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",533f545005a7a0fb87493d6b3332cac667b8ff6ce609e4262e87657ce563a92d,
IA_test/12.21 N3G10/w01/case_adb29ec9-52ac-44de-b362-c9583ca2d6b5.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_adb29ec9-52ac-44de-b362-c9583ca2d6b5.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",9a0cdef2beba60ae2ffa1ffe44ec366f5d982967b23168027bfcfae4bce31ef8,
IA_test/12.21 N3G10/w01/case_b7c711f4-abbd-4e3e-8ebb-c96276d96490.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_b7c711f4-abbd-4e3e-8ebb-c96276d96490.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",3a9643a17258912e414ef508e003b61f82cc58f9170ffe6c6bb0e2962ae7a0b2,
IA_test/12.21 N3G10/w01/case_b7e3f609-1358-4c27-aab2-25e3b8eccf83.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_b7e3f609-1358-4c27-aab2-25e3b8eccf83.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",a12266317eb56f60ada3fe7f3174a1694909e47d30214bd1a46681fe16e7be56,
IA_test/12.21 N3G10/w01/case_b96cec23-9ced-49cd-8cd5-b47aa69d4be2.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_b96cec23-9ced-49cd-8cd5-b47aa69d4be2.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",e1151808701b69ba52818259ed97b5bfe858bea69d3c8b063bb4cf7aa1044f0c,
IA_test/12.21 N3G10/w01/case_bdd5c199-4644-4ed0-9e29-b1842e899ba6.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_bdd5c199-4644-4ed0-9e29-b1842e899ba6.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",12ddc7c411cfa2228213ac19e79172954d627c88d842d453b4ea78c0faad96b8,
IA_test/12.21 N3G10/w01/case_bf3cd316-91b0-4ef9-aaa9-71ae850fcad1.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_bf3cd316-91b0-4ef9-aaa9-71ae850fcad1.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",07b8ca368fd46a73b33f3588870a9a364e6830618538f638b07b6943a059535b,
IA_test/12.21 N3G10/w01/case_c0c92f18-0cc9-47bb-92d3-3fa219d7f28e.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_c0c92f18-0cc9-47bb-92d3-3fa219d7f28e.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",baa27db23d4a678c267aa530086a91e81c5e12ef42bd4da7475d3403834b64ab,
IA_test/12.21 N3G10/w01/case_c55d66e1-d6c1-495f-871d-c7b32467c15c.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_c55d66e1-d6c1-495f-871d-c7b32467c15c.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",26a8d4e594ea2923f17916acea8a1994d32dd9ecc0f281219ef7ca8197f386e4,
IA_test/12.21 N3G10/w01/case_c5866522-4cf0-4a2a-b1a1-7cd7f573cc1a.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_c5866522-4cf0-4a2a-b1a1-7cd7f573cc1a.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",2baf4f8e0dc4d34ab2d3c22452dac2640597cf5fe10719d9bcb2c2821c47cde2,
IA_test/12.21 N3G10/w01/case_d913c8cd-1263-4f0d-b05e-0a8fab3137c5.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_d913c8cd-1263-4f0d-b05e-0a8fab3137c5.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",f8d5a932437a70f3b14181468d3e600a8fbabd289a37bc00e0224e145a3bac7a,
IA_test/12.21 N3G10/w01/case_dae5f276-1734-4152-ad34-77bd08daf795.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_dae5f276-1734-4152-ad34-77bd08daf795.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",a4e54d8b53d08034f9296bb7d31c38ceb997c3ee20186a0d591e61075a5a31c4,
IA_test/12.21 N3G10/w01/case_dc30fb28-b7bc-4faf-9a24-649f92b0e581.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_dc30fb28-b7bc-4faf-9a24-649f92b0e581.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",b80de2bd289d7f948b5fd7e1a83d230c27cda21c29fd90286bf56739d0446ed2,
IA_test/12.21 N3G10/w01/case_e33f1d2d-0d7e-4924-a9d0-3977d35a0b95.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_e33f1d2d-0d7e-4924-a9d0-3977d35a0b95.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",78b5fa880cc8d751d0d16da7b0c0ab13d8a214825f488dcd0d55faecdf8ed433,
IA_test/12.21 N3G10/w01/case_e4e2c761-d87a-4501-b0d7-4dc276a3fe44.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_e4e2c761-d87a-4501-b0d7-4dc276a3fe44.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",5f3cd38eb0b41ad3c9aed6e8e3fce6c2b98d653ea232bbe9cd14cb12657201b6,
IA_test/12.21 N3G10/w01/case_e51f9061-5028-4304-bded-31ea0ccc434c.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_e51f9061-5028-4304-bded-31ea0ccc434c.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",f1c135075d309eee26b16fb4700695334f9174ed15fcd324e8fab90c0c624dc5,
IA_test/12.21 N3G10/w01/case_e7958f48-6565-488f-8a32-ed6e9fdbbbee.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_e7958f48-6565-488f-8a32-ed6e9fdbbbee.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",4b9391cdde7e9ddeda8bbcdd401183fc622ce5b0df5d7f25295fa826ec730f22,
IA_test/12.21 N3G10/w01/case_e89c0421-6da4-4e3b-ab9d-837f509f1cc5.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w01\case_e89c0421-6da4-4e3b-ab9d-837f509f1cc5.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",454f2438a32e9ddc203da6e245467e20bd892614695d41c4568f3a7ec267547e,
IA_test/12.21 N3G10/w02/blank_inset_9x5_w02.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\blank_inset_9x5_w02.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,11,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""0""},{""name"":""C+"",""current_re"":""0""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""0""},{""name"":""C-"",""current_re"":""0""}]","[0.0,1.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",da31af969f63643f1190d05509be74dd70e893449609a65a7eab6ba01fbad4be,
IA_test/12.21 N3G10/w02/case_000001.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_000001.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",d55bf9ddbb6402cf6e72a858ef703f62fd4d6b87a9e8281cd5d171764211aa7e,
IA_test/12.21 N3G10/w02/case_0704aed2-95f7-4488-b805-9fdc1df2a4b9.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_0704aed2-95f7-4488-b805-9fdc1df2a4b9.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",dc62c73d7de5963724d12bfb5023ef229e00eaf319b2a0dabb50cbbdd6f78d64,
IA_test/12.21 N3G10/w02/case_07d06f9c-23de-489a-aa10-cde663a9bcea.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_07d06f9c-23de-489a-aa10-cde663a9bcea.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",90f6b97375f263e4602e8282bf2417a8213c696a5cef4d2e230b231dfd3e4ded,
IA_test/12.21 N3G10/w02/case_10bdf2e7-6933-4a50-8be9-536a0f4dfc6a.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_10bdf2e7-6933-4a50-8be9-536a0f4dfc6a.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",b6db59b3464af366e6e0f65e7b077e386b28188af3862b10afee1ab48239ede5,
IA_test/12.21 N3G10/w02/case_17c5fdbd-2370-4744-80bf-2a2f0a287340.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_17c5fdbd-2370-4744-80bf-2a2f0a287340.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",71a233cc9cb09b117f0e0fa894ecf31ecdf3d6801be2cba2c217273dda12e961,
