sample_id,geometry_id,operating_point_id,simulation_id,fem_path,mat_path,match_status,match_score,problem_type,length_unit,axial_length,material_names,geometry_bbox,operating_current,current_angle,speed_rpm,rotor_position,candidate_target_names,validation_status,notes
SAMPLE_0144,GEOM_0114,OP_69bb88fd98,SIM_5d189706758b,IA_test/1225/best_J0.177345_20251225_205238.fem,IA_test/1225/best_result_20251225_205238.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0145,GEOM_0115,OP_69bb88fd98,SIM_214f29613e50,IA_test/1226/best_J0.234241_20251226_165530.fem,IA_test/1226/best_result_20251226_165530.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0146,GEOM_0116,OP_69bb88fd98,SIM_8adf32e1b0da,IA_test/1227.1/best_J0.239788_20251227_151645.fem,IA_test/1227.1/best_result_20251227_151645.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0147,GEOM_0117,OP_69bb88fd98,SIM_c12108757c5e,IA_test/1227.2/best_J0.147733_20251228_001658.fem,IA_test/1227.2/best_result_20251228_001658.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0148,GEOM_0118,OP_69bb88fd98,SIM_ff157bce8157,IA_test/1228/best_J0.222504_20251229_005752.fem,IA_test/best_result_20251229_005752.mat,conflict,70,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0149,GEOM_0119,OP_db5410d5c6,SIM_e2d9d6ea1f65,IA_test/1229/best_J0.238035_20251229_221434.fem,IA_test/1229/best_result_20251229_221434.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0150,GEOM_0006,OP_db5410d5c6,SIM_2d06b0990293,IA_test/1230.2/best_J0.157009_20251230_165105.fem,IA_test/1230.2/best_result_20251230_165105.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0151,GEOM_0005,OP_db5410d5c6,SIM_5321027324c6,IA_test/1230.3/best_J0.150072_20251230_212929.fem,IA_test/1230.3/best_result_20251230_212929.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0152,GEOM_0007,OP_db5410d5c6,SIM_23a058591911,IA_test/1230/best_J0.166453_20251230_130901.fem,IA_test/1230/best_result_20251230_130901.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0153,GEOM_0120,OP_db5410d5c6,SIM_2c93a3a7d250,IA_test/1231/best_J0.145728_20251231_192359.fem,IA_test/1231/best_result_20251231_192359.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0154,GEOM_0003,OP_db5410d5c6,SIM_68c521805b75,IA_test/best_J0.080216_20260110_195804.fem,IA_test/best_result_20260110_195804.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0155,GEOM_0003,OP_db5410d5c6,SIM_68c521805b75,IA_test/best_J0.080216_20260111_184658.fem,IA_test/best_result_20260111_184658.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0156,GEOM_0019,OP_db5410d5c6,SIM_b6f4e81d56cd,IA_test/best_J0.082148_20260108_181234.fem,IA_test/best_result_20260108_181234.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0157,GEOM_0019,OP_db5410d5c6,SIM_b6f4e81d56cd,IA_test/best_J0.082148_20260108_231323.fem,IA_test/best_result_20260108_231323.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0158,GEOM_0018,OP_db5410d5c6,SIM_1d8923e5a152,IA_test/best_J0.106306_20260105_193139.fem,IA_test/best_result_20260105_193139.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0159,GEOM_0018,OP_db5410d5c6,SIM_1d8923e5a152,IA_test/best_J0.106306_20260106_151138.fem,IA_test/best_result_20260106_151138.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0160,GEOM_0018,OP_db5410d5c6,SIM_1d8923e5a152,IA_test/best_J0.106306_20260106_224059.fem,IA_test/best_result_20260106_224059.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0161,GEOM_0121,OP_db5410d5c6,SIM_c6e8a9800185,IA_test/best_J0.113614_20260103_045247.fem,IA_test/best_result_20260103_045247.mat,conflict,73,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0162,GEOM_0122,OP_db5410d5c6,SIM_691c2166f8ed,IA_test/best_J0.238035_20251229_211603.fem,IA_test/best_result_20251229_211603.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0163,GEOM_0123,OP_69bb88fd98,SIM_0c9d0e2cbee0,IA_test/best_J0.257147_20251228_164352.fem,IA_test/best_result_20251228_164352.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0164,GEOM_0124,OP_27e025d016,SIM_0944b2e796bd,IA_test/新建文件夹/temp_airgap_scan.fem,,unmatched,8,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0165,GEOM_0018,OP_db5410d5c6,SIM_1d8923e5a152,IA_test/无优化组/best_J0.106306_20260105_011544.fem,IA_test/无优化组/best_result_20260105_011544.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0166,GEOM_0004,OP_db5410d5c6,SIM_9b3488d6e5e7,IA_test/无优化组/best_J0.110898_20260103_223049.fem,IA_test/无优化组/best_result_20260103_223049.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0167,GEOM_0004,OP_db5410d5c6,SIM_9b3488d6e5e7,IA_test/无优化组/best_J0.110898_20260104_040203.fem,IA_test/无优化组/best_result_20260104_040203.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0168,GEOM_0121,OP_db5410d5c6,SIM_c6e8a9800185,IA_test/无优化组/best_J0.113614_20260103_045247.fem,IA_test/无优化组/best_result_20260103_045247.mat,conflict,73,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0169,GEOM_0122,OP_db5410d5c6,SIM_691c2166f8ed,IA_test/无优化组/best_J0.238035_20251229_211603.fem,IA_test/无优化组/best_result_20251229_211603.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0170,GEOM_0123,OP_69bb88fd98,SIM_0c9d0e2cbee0,IA_test/无优化组/best_J0.257147_20251228_164352.fem,IA_test/无优化组/best_result_20251228_164352.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0171,GEOM_0125,OP_db5410d5c6,SIM_502751b51cbe,IA_test/无优化组/best_J2.16323_20260103_182158.fem,IA_test/无优化组/best_result_20260103_182158.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0172,GEOM_0126,OP_db5410d5c6,SIM_ad6f4a681860,IA_test/设计/blank.FEM,,unmatched,8,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[-20.0,0.0,74.0,74.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0173,GEOM_0127,OP_db5410d5c6,SIM_53ec4d4d4d2d,IA_test_Float/0227 30gen/best_J0.120593_20260227_125153.fem,IA_test_Float/0227 30gen/best_result_20260227_125153.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0174,GEOM_0128,OP_db5410d5c6,SIM_f9f78e47b9b6,IA_test_Float/0228 50gen/best_J0.114586_20260228_124726.fem,IA_test_Float/0228 50gen/best_result_20260228_124726.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0175,GEOM_0129,OP_db5410d5c6,SIM_3935f91d5959,IA_test_Float/0228 70gen-140gen/best_J0.113564_20260228_180032.fem,IA_test_Float/0228 70gen-140gen/best_result_20260228_180032.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0176,GEOM_0129,OP_db5410d5c6,SIM_3935f91d5959,IA_test_Float/0228 70gen-140gen/best_J0.113564_20260301_172121.fem,IA_test_Float/0228 70gen-140gen/best_result_20260301_172121.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0177,GEOM_0129,OP_db5410d5c6,SIM_3935f91d5959,IA_test_Float/0228 70gen-140gen/best_J0.113564_20260301_224723.fem,IA_test_Float/0228 70gen-140gen/best_result_20260301_224723.mat,conflict,65,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0178,GEOM_0130,OP_69bb88fd98,SIM_252c0d8c24fc,IA_test_Float/0228 70gen-140gen/groupF 100gen.fem,,unmatched,15,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0179,GEOM_0131,OP_db5410d5c6,SIM_d08870c08232,IA_test_Float/0302 160gen-200gen/best_J0.111733_20260302_114631.fem,IA_test_Float/0302 160gen-200gen/best_result_20260302_114631.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0180,GEOM_0132,OP_db5410d5c6,SIM_394cb5b40bc0,IA_test_Float/0302 300gen/best_J0.105091_20260302_173331.fem,IA_test_Float/0302 300gen/best_result_20260302_173331.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0181,GEOM_0133,OP_db5410d5c6,SIM_9647921ab0a7,IA_test_Float/0302 400gen-500gen/best_J0.0980357_20260302_213720.fem,IA_test_Float/0302 400gen-500gen/best_result_20260302_213720.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0182,GEOM_0134,OP_db5410d5c6,SIM_709971e0aa5b,IA_test_Float/0303 700gen/best_J0.0961933_20260303_215010.fem,IA_test_Float/0303 700gen/best_result_20260303_215010.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0183,GEOM_0133,OP_db5410d5c6,SIM_9647921ab0a7,IA_test_Float/0303 700gen/best_J0.0980357_20260303_161511.fem,IA_test_Float/0303 700gen/best_result_20260303_161511.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0184,GEOM_0135,OP_db5410d5c6,SIM_96950a8e6a96,IA_test_Float/0304 800gen/best_J0.092999_20260304_220254.fem,IA_test_Float/0304 800gen/best_result_20260304_220254.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0185,GEOM_0136,OP_db5410d5c6,SIM_f71fc18073ae,IA_test_Float/0305 900gen/best_J0.0924955_20260305_173935.fem,IA_test_Float/0305 900gen/best_result_20260305_173935.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0186,GEOM_0136,OP_db5410d5c6,SIM_f71fc18073ae,IA_test_Float/best_J0.0924955_20260306_174158.fem,IA_test_Float/best_result_20260306_174158.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0187,GEOM_0137,OP_db5410d5c6,SIM_81cefd562cdb,IA_test_group4/best_J0.11069_20260203_184421.fem,IA_test_group4/best_result_20260203_184421.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0188,GEOM_0138,OP_db5410d5c6,SIM_9c34b2eb3686,IA_test_group4/best_J0.121914_20260205_172915.fem,IA_test_group4/best_result_20260205_172915.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0189,GEOM_0014,OP_db5410d5c6,SIM_bee08d3637c8,IA_test_group4/best_J0.123215_20260205_145651.fem,IA_test_group4/best_result_20260205_145651.mat,conflict,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0190,GEOM_0139,OP_db5410d5c6,SIM_171f4fa11cce,IA_test_groupA/0103 groupA/best_J0.112828_20260103_174233.fem,IA_test_groupA/0103 groupA/best_result_20260103_174233.mat,probable,73,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0191,GEOM_0017,OP_db5410d5c6,SIM_9f9e5567f2dc,IA_test_groupA/0104 groupA/best_J0.0994011_20260105_081953.fem,IA_test_groupA/0104 groupA/best_result_20260105_081953.mat,probable,65,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0192,GEOM_0114,OP_69bb88fd98,SIM_5d189706758b,IA_test_groupA/1225/best_J0.177345_20251225_205238.fem,IA_test_groupA/1225/best_result_20251225_205238.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0193,GEOM_0115,OP_69bb88fd98,SIM_214f29613e50,IA_test_groupA/1226/best_J0.234241_20251226_165530.fem,IA_test_groupA/1226/best_result_20251226_165530.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0194,GEOM_0116,OP_69bb88fd98,SIM_8adf32e1b0da,IA_test_groupA/1227.1/best_J0.239788_20251227_151645.fem,IA_test_groupA/1227.1/best_result_20251227_151645.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0195,GEOM_0117,OP_69bb88fd98,SIM_c12108757c5e,IA_test_groupA/1227.2/best_J0.147733_20251228_001658.fem,IA_test_groupA/1227.2/best_result_20251228_001658.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0196,GEOM_0118,OP_69bb88fd98,SIM_ff157bce8157,IA_test_groupA/1228/best_J0.222504_20251229_005752.fem,IA_test_groupA/best_result_20251229_005752.mat,probable,70,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0197,GEOM_0119,OP_db5410d5c6,SIM_e2d9d6ea1f65,IA_test_groupA/1229/best_J0.238035_20251229_221434.fem,IA_test_groupA/1229/best_result_20251229_221434.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0198,GEOM_0006,OP_db5410d5c6,SIM_2d06b0990293,IA_test_groupA/1230.2/best_J0.157009_20251230_165105.fem,IA_test_groupA/1230.2/best_result_20251230_165105.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0199,GEOM_0005,OP_db5410d5c6,SIM_5321027324c6,IA_test_groupA/1230.3/best_J0.150072_20251230_212929.fem,IA_test_groupA/1230.3/best_result_20251230_212929.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0200,GEOM_0007,OP_db5410d5c6,SIM_23a058591911,IA_test_groupA/1230/best_J0.166453_20251230_130901.fem,IA_test_groupA/1230/best_result_20251230_130901.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0201,GEOM_0120,OP_db5410d5c6,SIM_2c93a3a7d250,IA_test_groupA/1231/best_J0.145728_20251231_192359.fem,IA_test_groupA/1231/best_result_20251231_192359.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0202,GEOM_0140,OP_db5410d5c6,SIM_f09dee4b27e4,IA_test_groupA/best_J0.0937403_20260107_221145.fem,IA_test_groupA/best_result_20260107_221145.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0203,GEOM_0139,OP_db5410d5c6,SIM_171f4fa11cce,IA_test_groupA/best_J0.112828_20260104_040221.fem,IA_test_groupA/best_result_20260104_040221.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0204,GEOM_0121,OP_db5410d5c6,SIM_c6e8a9800185,IA_test_groupA/best_J0.113614_20260103_045247.fem,IA_test_groupA/best_result_20260103_045247.mat,probable,73,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0205,GEOM_0122,OP_db5410d5c6,SIM_691c2166f8ed,IA_test_groupA/best_J0.238035_20251229_211603.fem,IA_test_groupA/best_result_20251229_211603.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0206,GEOM_0123,OP_69bb88fd98,SIM_0c9d0e2cbee0,IA_test_groupA/best_J0.257147_20251228_164352.fem,IA_test_groupA/best_result_20251228_164352.mat,probable,77,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0207,GEOM_0124,OP_27e025d016,SIM_0944b2e796bd,IA_test_groupA/新建文件夹/temp_airgap_scan.fem,,unmatched,8,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
