sample_id,geometry_id,operating_point_id,simulation_id,fem_path,mat_path,match_status,match_score,problem_type,length_unit,axial_length,material_names,geometry_bbox,operating_current,current_angle,speed_rpm,rotor_position,candidate_target_names,validation_status,notes
SAMPLE_0072,GEOM_0062,OP_27e025d016,SIM_48d0d8b68e24,IA_test/12.21 N3G10/w02/case_0704aed2-95f7-4488-b805-9fdc1df2a4b9.fem,,unmatched,16,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0073,GEOM_0063,OP_27e025d016,SIM_659cfbeaf737,IA_test/12.21 N3G10/w02/case_07d06f9c-23de-489a-aa10-cde663a9bcea.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0074,GEOM_0064,OP_27e025d016,SIM_e795405fe5ed,IA_test/12.21 N3G10/w02/case_10bdf2e7-6933-4a50-8be9-536a0f4dfc6a.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0075,GEOM_0065,OP_27e025d016,SIM_0de290388ca3,IA_test/12.21 N3G10/w02/case_17c5fdbd-2370-4744-80bf-2a2f0a287340.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0076,GEOM_0066,OP_27e025d016,SIM_d6ec5978c3f1,IA_test/12.21 N3G10/w02/case_1a903502-eae2-44aa-b20d-f5a319beef36.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0077,GEOM_0067,OP_27e025d016,SIM_21c1e123dcaa,IA_test/12.21 N3G10/w02/case_278f70c1-be87-474f-bd88-9270d1b9edf9.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0078,GEOM_0068,OP_27e025d016,SIM_9724831c6c83,IA_test/12.21 N3G10/w02/case_2cc7bc73-cd5f-4e19-869d-9b67a5b8b5af.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0079,GEOM_0069,OP_27e025d016,SIM_b9c35094100c,IA_test/12.21 N3G10/w02/case_2efb83d5-5d0b-458b-b718-044c34efdc44.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0080,GEOM_0070,OP_27e025d016,SIM_acbec051e5ba,IA_test/12.21 N3G10/w02/case_3781bdbc-eb47-4019-9edd-e771f7eb5ab4.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0081,GEOM_0065,OP_27e025d016,SIM_0de290388ca3,IA_test/12.21 N3G10/w02/case_39c72458-418d-4b0c-8b68-5fc28c1f9ce2.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0082,GEOM_0071,OP_27e025d016,SIM_e316ab85c727,IA_test/12.21 N3G10/w02/case_3a323f0f-60ba-4182-ae91-0c7440176ebc.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0083,GEOM_0072,OP_27e025d016,SIM_862f684d22bb,IA_test/12.21 N3G10/w02/case_3f463c7e-3d8c-4c80-9e27-fb58c599e037.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0084,GEOM_0073,OP_27e025d016,SIM_b85a75e9cb23,IA_test/12.21 N3G10/w02/case_43941121-5520-4fab-a0e2-0ea2f23e15e3.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0085,GEOM_0074,OP_27e025d016,SIM_108ef62b0902,IA_test/12.21 N3G10/w02/case_45e42035-642a-401b-bb86-90917e928696.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0086,GEOM_0075,OP_27e025d016,SIM_4076e3bfb067,IA_test/12.21 N3G10/w02/case_5128b0bc-6616-42bc-948a-0526565a2964.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0087,GEOM_0076,OP_27e025d016,SIM_a4802f3a78b0,IA_test/12.21 N3G10/w02/case_54b7a8af-c961-4020-904c-27aee80cfda6.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0088,GEOM_0077,OP_27e025d016,SIM_1c1eccb6025d,IA_test/12.21 N3G10/w02/case_5cb4e85c-14dd-444a-9cc3-965f42880507.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0089,GEOM_0078,OP_27e025d016,SIM_fe3566fcaab1,IA_test/12.21 N3G10/w02/case_6dc6b2ab-4d29-44fa-a85f-5e86f0132a64.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0090,GEOM_0052,OP_27e025d016,SIM_2457bb6347c1,IA_test/12.21 N3G10/w02/case_6ea371ff-ec56-4ae1-90b7-9c6394e79cb8.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0091,GEOM_0079,OP_27e025d016,SIM_fb4e08026526,IA_test/12.21 N3G10/w02/case_7406642a-8a7f-44e5-a919-9d6bdcdf667f.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0092,GEOM_0080,OP_27e025d016,SIM_c51b607c5482,IA_test/12.21 N3G10/w02/case_749129f2-9526-483c-aeb7-23858e7b0e59.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0093,GEOM_0081,OP_27e025d016,SIM_fb344e72fd0f,IA_test/12.21 N3G10/w02/case_85e13400-b93f-41d7-a022-6af54ca5fdf6.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0094,GEOM_0057,OP_27e025d016,SIM_dc0bbbd52f7d,IA_test/12.21 N3G10/w02/case_8b670471-529a-4d49-9e45-f711c972ed03.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0095,GEOM_0082,OP_27e025d016,SIM_57785a1ec3b5,IA_test/12.21 N3G10/w02/case_9ea14e95-b1d5-4690-b666-91fd603a3230.fem,,unmatched,16,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0096,GEOM_0083,OP_27e025d016,SIM_2a4fe25d8bfb,IA_test/12.21 N3G10/w02/case_a15f2e35-e60e-4aed-9a5f-94ee4990f15c.fem,,unmatched,16,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0097,GEOM_0049,OP_27e025d016,SIM_14de8866cbf7,IA_test/12.21 N3G10/w02/case_a7ecd80d-fb62-407c-b380-670fa66c3f66.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0098,GEOM_0084,OP_27e025d016,SIM_82dffc72c1b3,IA_test/12.21 N3G10/w02/case_b387b2c3-8c37-4860-bddb-cac9004396a6.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0099,GEOM_0085,OP_27e025d016,SIM_81cd6b8c13b8,IA_test/12.21 N3G10/w02/case_bbd260f1-8d6a-4e88-bc2a-800810968b5c.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0100,GEOM_0029,OP_27e025d016,SIM_4f5d8b4ed2ea,IA_test/12.21 N3G10/w02/case_bc015e21-0860-4f7a-99ed-3a22058d8ee7.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0101,GEOM_0086,OP_27e025d016,SIM_04d73fa3d0fe,IA_test/12.21 N3G10/w02/case_bd182655-75e0-4b80-8bad-90b1cb383d32.fem,,unmatched,16,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0102,GEOM_0027,OP_27e025d016,SIM_a5515a4716ea,IA_test/12.21 N3G10/w02/case_bf096598-6d7f-40f1-baff-576a499c62f8.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0103,GEOM_0077,OP_27e025d016,SIM_1c1eccb6025d,IA_test/12.21 N3G10/w02/case_c876b0c1-ceff-482e-9d89-1d2d2ed0610a.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0104,GEOM_0087,OP_27e025d016,SIM_3b032898c208,IA_test/12.21 N3G10/w02/case_ce520cd2-7cf9-421b-ba62-b8af3d02a342.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0105,GEOM_0088,OP_27e025d016,SIM_d268bb3250cc,IA_test/12.21 N3G10/w02/case_cfab5013-eb64-4989-a962-dd508f6cb161.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0106,GEOM_0089,OP_27e025d016,SIM_d4d5bf86f869,IA_test/12.21 N3G10/w02/case_e4af992a-7c33-4699-bed8-01c1709c43ce.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0107,GEOM_0090,OP_27e025d016,SIM_9f0c1a35fb56,IA_test/12.21 N3G10/w02/case_f101242a-3f2d-456a-82aa-760b9fc8948a.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0108,GEOM_0051,OP_27e025d016,SIM_2a6033fff871,IA_test/12.21 N3G10/w02/case_f1aab01c-3f34-43bd-b140-90988461ff8b.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0109,GEOM_0091,OP_27e025d016,SIM_7da36f215f26,IA_test/12.21 N3G10/w02/case_fea96c20-f768-4d65-83bf-57b62578b9b1.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0110,GEOM_0022,OP_db5410d5c6,SIM_e02f3c7be294,IA_test/12.21 N3G10/w03/blank_inset_9x5_w03.fem,,unmatched,8,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0111,GEOM_0092,OP_27e025d016,SIM_755d6ed3a288,IA_test/12.21 N3G10/w03/case_000001.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0112,GEOM_0081,OP_27e025d016,SIM_fb344e72fd0f,IA_test/12.21 N3G10/w03/case_0110943c-ca16-4544-815a-5016dd1279f1.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0113,GEOM_0068,OP_27e025d016,SIM_9724831c6c83,IA_test/12.21 N3G10/w03/case_07b5eb98-9a38-4771-b597-00e1c31895b2.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0114,GEOM_0059,OP_27e025d016,SIM_a7ba80dd0142,IA_test/12.21 N3G10/w03/case_0b166cbf-45e8-4aa7-9bcb-a44f87362407.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0115,GEOM_0093,OP_27e025d016,SIM_954a4f482e5b,IA_test/12.21 N3G10/w03/case_0be1acca-91d2-4158-98fd-0fd1eb36f24d.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0116,GEOM_0094,OP_27e025d016,SIM_eda79f522892,IA_test/12.21 N3G10/w03/case_1bb73884-c37c-428d-a599-1a10b170ec9a.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0117,GEOM_0095,OP_27e025d016,SIM_e8eac8934769,IA_test/12.21 N3G10/w03/case_271d3202-ee3a-4537-8732-f53064677824.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0118,GEOM_0096,OP_27e025d016,SIM_baa567002bd3,IA_test/12.21 N3G10/w03/case_2c3e8022-90a4-4ebd-9982-43ab040c88e4.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0119,GEOM_0097,OP_27e025d016,SIM_0b46aa000059,IA_test/12.21 N3G10/w03/case_30613252-6f1a-436a-953b-92a27e8260e4.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0120,GEOM_0098,OP_27e025d016,SIM_f652eedaec29,IA_test/12.21 N3G10/w03/case_3a8b1934-4441-4d43-b8e7-96228efff4aa.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0121,GEOM_0062,OP_27e025d016,SIM_48d0d8b68e24,IA_test/12.21 N3G10/w03/case_3bb26db5-3721-4b15-adf5-92e72e9c38d6.fem,,unmatched,16,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0122,GEOM_0099,OP_27e025d016,SIM_1d6546c10479,IA_test/12.21 N3G10/w03/case_4e22798d-f32f-4a70-80e5-5c7771b2b351.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0123,GEOM_0100,OP_27e025d016,SIM_7f9d1a66c2ff,IA_test/12.21 N3G10/w03/case_5f3baec7-3278-4e43-8895-de6c543775e4.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0124,GEOM_0101,OP_27e025d016,SIM_bf59692d6057,IA_test/12.21 N3G10/w03/case_64b66201-8dd1-4c2d-afdb-407e2222b655.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0125,GEOM_0035,OP_27e025d016,SIM_a7be61fc9245,IA_test/12.21 N3G10/w03/case_656f7822-7a15-46b3-96da-19977c1d0d59.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0126,GEOM_0102,OP_27e025d016,SIM_8a3b2868d8e0,IA_test/12.21 N3G10/w03/case_73a80977-7d67-41bf-95e0-c05f40cbb9e2.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0127,GEOM_0103,OP_27e025d016,SIM_0a4979fa84c2,IA_test/12.21 N3G10/w03/case_7e438ca1-c59d-463a-a10a-6d04b6f3b09e.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0128,GEOM_0054,OP_27e025d016,SIM_3a5bc5ac3955,IA_test/12.21 N3G10/w03/case_86d62f9a-dbfd-4195-8fd4-2ddf63b2c724.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0129,GEOM_0087,OP_27e025d016,SIM_3b032898c208,IA_test/12.21 N3G10/w03/case_91a9c760-b8d5-406b-984d-9d2d06311615.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0130,GEOM_0046,OP_27e025d016,SIM_7df23dab62b9,IA_test/12.21 N3G10/w03/case_9477881f-38d7-4bf2-978e-c5c0e1dd186c.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0131,GEOM_0104,OP_27e025d016,SIM_620994d91a70,IA_test/12.21 N3G10/w03/case_94e02f76-4578-4c74-aac4-25161d0050e0.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0132,GEOM_0105,OP_27e025d016,SIM_3dad9807b5ac,IA_test/12.21 N3G10/w03/case_a01e7cd3-4286-4e0f-9ec1-71ba10d5645d.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0133,GEOM_0106,OP_27e025d016,SIM_48f55b104b79,IA_test/12.21 N3G10/w03/case_ac9126e5-a9bf-4997-929a-0d9737c68413.fem,,unmatched,16,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0134,GEOM_0107,OP_27e025d016,SIM_1793799251d2,IA_test/12.21 N3G10/w03/case_af6a0094-c542-4d31-a44b-c2971979232f.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0135,GEOM_0108,OP_27e025d016,SIM_dfd59315ffe3,IA_test/12.21 N3G10/w03/case_bab7e4ee-c4d4-4c2c-b4db-3d29785844db.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0136,GEOM_0109,OP_27e025d016,SIM_c1227eaa74a9,IA_test/12.21 N3G10/w03/case_c63bcd95-e4d0-47e8-a21b-734be9388415.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0137,GEOM_0032,OP_27e025d016,SIM_09e954cb8f0a,IA_test/12.21 N3G10/w03/case_d02dea35-b420-4c03-8df6-c4477e5b8130.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0138,GEOM_0110,OP_27e025d016,SIM_bdbac19195e4,IA_test/12.21 N3G10/w03/case_d0c2449e-f195-4d56-bb73-93d6dd49fe0d.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0139,GEOM_0111,OP_27e025d016,SIM_2236bf58e0f4,IA_test/12.21 N3G10/w03/case_d8083771-02f6-4dce-afe8-5233bf3f66fe.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0140,GEOM_0112,OP_27e025d016,SIM_51a7fa32fc35,IA_test/12.21 N3G10/w03/case_dae3b9ab-a5df-434c-966d-77e470159d02.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0141,GEOM_0113,OP_27e025d016,SIM_6ff23b320073,IA_test/12.21 N3G10/w03/case_e7bd6b47-d4fd-4718-866b-61937b1aaa14.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0142,GEOM_0047,OP_27e025d016,SIM_a28f0d9e5ca0,IA_test/12.21 N3G10/w03/case_f97d8b24-16c3-4b5c-84bd-60685a3b65d9.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0143,GEOM_0078,OP_27e025d016,SIM_fe3566fcaab1,IA_test/12.21 N3G10/w03/case_ff71ef89-6891-4223-b862-01eebccd32e4.fem,,unmatched,11,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
