sample_id,fem_path,mat_path,match_score,match_status,matching_evidence,conflicting_evidence
SAMPLE_0217,免疫算法测试/0317/groupN_100gen_block.fem,,5,unmatched,共享数字标识: 100,修改时间相差 57.4 天；最高候选分低于最低证据阈值
SAMPLE_0219,免疫算法测试/0414/groupN 100gen.fem,,5,unmatched,共享数字标识: 100,修改时间相差 85.3 天；最高候选分低于最低证据阈值
SAMPLE_0220,免疫算法测试/0415/group4 100gen.fem,,5,unmatched,共享数字标识: 100,修改时间相差 108.3 天；最高候选分低于最低证据阈值
SAMPLE_0222,免疫算法测试/0415/groupN 100gen.fem,,5,unmatched,共享数字标识: 100,修改时间相差 108.3 天；最高候选分低于最低证据阈值
SAMPLE_0223,免疫算法测试/新建文件夹/temp_airgap_scan.fem,,0,unmatched,,没有发现候选
SAMPLE_0224,免疫算法测试/设计/blank.FEM,,0,unmatched,,没有发现候选
SAMPLE_0225,待修改模型.FEM,,8,unmatched,位于父子目录,修改时间相差 32.0 天；最高候选分低于最低证据阈值
SAMPLE_0226,无标题.FEM,,8,unmatched,位于父子目录,修改时间相差 32.8 天；最高候选分低于最低证据阈值
SAMPLE_0227,论文/ppt/blank.FEM,,0,unmatched,,没有发现候选
SAMPLE_0228,论文/ppt/blank_18x10.FEM,,5,unmatched,共享数字标识: 10,修改时间相差 105.8 天；最高候选分低于最低证据阈值
SAMPLE_0229,论文/ppt/dis referencemodell.fem,,0,unmatched,,没有发现候选
SAMPLE_0230,论文/ppt/group4 100gen.fem,,5,unmatched,共享数字标识: 100,修改时间相差 109.9 天；最高候选分低于最低证据阈值
SAMPLE_0232,论文/ppt/groupF 100gen.fem,,5,unmatched,共享数字标识: 100,修改时间相差 110.2 天；最高候选分低于最低证据阈值
SAMPLE_0233,论文/ppt/groupN 100gen.fem,,5,unmatched,共享数字标识: 100,修改时间相差 110.2 天；最高候选分低于最低证据阈值
SAMPLE_0234,论文/ppt/strukturFemm.fem,,0,unmatched,,没有发现候选
