relative_path,variable_path,variable_name,python_type,shape,dtype,min,max,has_nan,has_inf,is_empty,preview
CLONALG/best_result_0103_groupB_5gen.mat,J_hist,J_hist,ndarray,"(5,)",float64,0.11089760421375137,0.12321971632740555,False,False,False,"[0.12321971632740555,0.12321971632740555,0.12321971632740555,0.11089760421375137,0.11089760421375137]"
CLONALG/best_result_0103_groupB_5gen.mat,bestOverall,bestOverall,float,(),float64,0.11089760421375137,0.11089760421375137,False,False,False,[0.11089760421375137]
CLONALG/best_result_0103_groupB_5gen.mat,best_bits,best_bits,ndarray,"(180,)",uint8,0.0,2.0,False,False,False,"[0,1,1,2,1,1,1,1]"
CLONALG/best_result_0103_groupB_5gen.mat,best_bits_hist,best_bits_hist,ndarray,"(5, 180)",uint8,0.0,2.0,False,False,False,"[0,1,1,1,1,1,1,1]"
CLONALG/best_result_0103_groupB_5gen.mat,cfg,cfg,mat_struct,,struct,,,,,False,"fields=nr,nt,r_inner,r_outer,theta_span_deg,slot_center_deg,lip_w,lip_h,top_w,top_h,bottom_w,bottom_h,slot_depth,yoke_buffer_deg"
CLONALG/best_result_0103_groupB_5gen.mat,cfg.nr,nr,int,(),int64,18.0,18.0,False,False,False,[18]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.nt,nt,int,(),int64,10.0,10.0,False,False,False,[10]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.r_inner,r_inner,float,(),float64,31.5,31.5,False,False,False,[31.5]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.r_outer,r_outer,int,(),int64,52.0,52.0,False,False,False,[52]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.theta_span_deg,theta_span_deg,int,(),int64,15.0,15.0,False,False,False,[15]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.slot_center_deg,slot_center_deg,float,(),float64,7.5,7.5,False,False,False,[7.5]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.lip_w,lip_w,float,(),float64,1.8,1.8,False,False,False,[1.8]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.lip_h,lip_h,float,(),float64,2.5,2.5,False,False,False,[2.5]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.top_w,top_w,float,(),float64,8.7,8.7,False,False,False,[8.7]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.top_h,top_h,int,(),int64,2.0,2.0,False,False,False,[2]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.bottom_w,bottom_w,float,(),float64,15.5,15.5,False,False,False,[15.5]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.bottom_h,bottom_h,float,(),float64,15.145,15.145,False,False,False,[15.145]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.slot_depth,slot_depth,float,(),float64,17.5,17.5,False,False,False,[17.5]
CLONALG/best_result_0103_groupB_5gen.mat,cfg.yoke_buffer_deg,yoke_buffer_deg,float,(),float64,0.1,0.1,False,False,False,[0.1]
CLONALG/best_result_0103_groupB_5gen.mat,ctx,ctx,mat_struct,,struct,,,,,False,"fields=domain,sector_offsets_deg,phase_id_sector,groupId_design,baseFemFile,mats,circNames,T_min,penaltyCoef,N_phase_total,groupId_core,groupId_ring,inset_r_ratio,inset_th_ratio,cfg,airCode,ironCode,cuCode,thetaPeriodic"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain,domain,mat_struct,,struct,,,,,False,"fields=r_edges,theta_edges,design_mask,slot_mask,slot_center_deg,slot_outline_uv,notes,design_idx,Nd,x_c,y_c,x_core,y_core,x_ring,y_ring"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.r_edges,r_edges,ndarray,"(19,)",float64,31.5,52.0,False,False,False,"[31.5,32.638888888888886,33.77777777777778,34.916666666666664,36.05555555555556,37.19444444444444,38.333333333333336,39.47222222222222]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.theta_edges,theta_edges,ndarray,"(11,)",float64,0.0,15.0,False,False,False,"[0.0,1.5,3.0,4.5,6.0,7.5,9.0,10.5]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.design_mask,design_mask,ndarray,"(10, 18)",uint8,1.0,1.0,False,False,False,"[1,1,1,1,1,1,1,1]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.slot_mask,slot_mask,ndarray,"(10, 18)",uint8,0.0,0.0,False,False,False,"[0,0,0,0,0,0,0,0]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.slot_center_deg,slot_center_deg,float,(),float64,,,True,False,False,[NaN]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.slot_outline_uv,slot_outline_uv,ndarray,"(0,)",uint8,,,False,False,True,
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.notes,notes,ndarray,"(2,)",object,,,,,False,object/cell array
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.notes[0],notes[0],str,(),<U56,,,False,False,False,"[""空白定子设计域：在 r∈[r_inner,r_outer], θ∈[0,theta_span_deg] 内离散化""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.notes[1],notes[1],str,(),<U45,,,False,False,False,"[""design_mask: true = 优化可切换材料；false = 冻结（含两侧缓冲）""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.design_idx,design_idx,ndarray,"(180,)",uint8,1.0,180.0,False,False,False,"[1,2,3,4,5,6,7,8]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.Nd,Nd,int,(),int64,180.0,180.0,False,False,False,[180]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.x_c,x_c,ndarray,"(180,)",float64,31.08269681267911,51.426149375090944,False,False,False,"[32.06669697733864,32.04472006499763,32.000781302193545,31.93491080235964,31.847153709846175,31.737570168980813,31.60623528284863,31.453239061820263]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.y_c,y_c,ndarray,"(180,)",float64,0.41977605797547657,12.659800612310574,False,False,False,"[0.41977605797547657,1.2590404803845752,2.097442019338893,2.9344060763027233,3.7693590379187096,4.601728669133792,5.430944505380525,6.256438243545002]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.x_core,x_core,ndarray,"(180,)",float64,31.08269681267911,51.426149375090944,False,False,False,"[32.06669697733864,32.04472006499763,32.000781302193545,31.93491080235964,31.847153709846175,31.737570168980813,31.60623528284863,31.453239061820263]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.y_core,y_core,ndarray,"(180,)",float64,0.41977605797547657,12.659800612310574,False,False,False,"[0.41977605797547657,1.2590404803845752,2.097442019338893,2.9344060763027233,3.7693590379187096,4.601728669133792,5.430944505380525,6.256438243545002]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.x_ring,x_ring,ndarray,"(180,)",float64,31.524235338212186,51.881665902096884,False,False,False,"[32.52221350434458,32.49992440372951,32.455361478335575,32.388555269365874,32.29955156245897,32.18841135630977,32.05521082086398,31.90004124511507]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.domain.y_ring,y_ring,ndarray,"(180,)",float64,0.42573909595797793,12.771937112468226,False,False,False,"[0.42573909595797793,1.2769255075637065,2.127236778210403,2.976090147027162,3.8229038523161694,4.667097530263107,5.508092612689525,6.345312723574572]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.sector_offsets_deg,sector_offsets_deg,ndarray,"(6,)",uint8,0.0,75.0,False,False,False,"[0,15,30,45,60,75]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.phase_id_sector,phase_id_sector,ndarray,"(6,)",object,,,,,False,object/cell array
CLONALG/best_result_0103_groupB_5gen.mat,ctx.phase_id_sector[0],phase_id_sector[0],ndarray,"(180,)",uint8,4.0,4.0,False,False,False,"[4,4,4,4,4,4,4,4]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.phase_id_sector[1],phase_id_sector[1],ndarray,"(180,)",uint8,3.0,3.0,False,False,False,"[3,3,3,3,3,3,3,3]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.phase_id_sector[2],phase_id_sector[2],ndarray,"(180,)",uint8,6.0,6.0,False,False,False,"[6,6,6,6,6,6,6,6]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.phase_id_sector[3],phase_id_sector[3],ndarray,"(180,)",uint8,5.0,5.0,False,False,False,"[5,5,5,5,5,5,5,5]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.phase_id_sector[4],phase_id_sector[4],ndarray,"(180,)",uint8,2.0,2.0,False,False,False,"[2,2,2,2,2,2,2,2]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.phase_id_sector[5],phase_id_sector[5],ndarray,"(180,)",uint8,1.0,1.0,False,False,False,"[1,1,1,1,1,1,1,1]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.groupId_design,groupId_design,int,(),int64,30.0,30.0,False,False,False,[30]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.baseFemFile,baseFemFile,str,(),<U15,,,False,False,False,"[""blank_18x10.fem""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.mats,mats,mat_struct,,struct,,,,,False,"fields=air,iron,copper,meshSize"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.mats.air,air,str,(),<U3,,,False,False,False,"[""Air""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.mats.iron,iron,str,(),<U9,,,False,False,False,"[""Pure Iron""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.mats.copper,copper,str,(),<U6,,,False,False,False,"[""Copper""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.mats.meshSize,meshSize,int,(),int64,2.0,2.0,False,False,False,[2]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.circNames,circNames,ndarray,"(6,)",object,,,,,False,object/cell array
CLONALG/best_result_0103_groupB_5gen.mat,ctx.circNames[0],circNames[0],str,(),<U2,,,False,False,False,"[""A+""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.circNames[1],circNames[1],str,(),<U2,,,False,False,False,"[""A-""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.circNames[2],circNames[2],str,(),<U2,,,False,False,False,"[""B+""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.circNames[3],circNames[3],str,(),<U2,,,False,False,False,"[""B-""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.circNames[4],circNames[4],str,(),<U2,,,False,False,False,"[""C+""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.circNames[5],circNames[5],str,(),<U2,,,False,False,False,"[""C-""]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.T_min,T_min,float,(),float64,0.8,0.8,False,False,False,[0.8]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.penaltyCoef,penaltyCoef,int,(),int64,10.0,10.0,False,False,False,[10]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.N_phase_total,N_phase_total,ndarray,"(6,)",uint8,100.0,100.0,False,False,False,"[100,100,100,100,100,100]"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.groupId_core,groupId_core,int,(),int64,30.0,30.0,False,False,False,[30]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.groupId_ring,groupId_ring,int,(),int64,31.0,31.0,False,False,False,[31]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.inset_r_ratio,inset_r_ratio,float,(),float64,0.2,0.2,False,False,False,[0.2]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.inset_th_ratio,inset_th_ratio,float,(),float64,0.2,0.2,False,False,False,[0.2]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg,cfg,mat_struct,,struct,,,,,False,"fields=nr,nt,r_inner,r_outer,theta_span_deg,slot_center_deg,lip_w,lip_h,top_w,top_h,bottom_w,bottom_h,slot_depth,yoke_buffer_deg"
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.nr,nr,int,(),int64,18.0,18.0,False,False,False,[18]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.nt,nt,int,(),int64,10.0,10.0,False,False,False,[10]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.r_inner,r_inner,float,(),float64,31.5,31.5,False,False,False,[31.5]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.r_outer,r_outer,int,(),int64,52.0,52.0,False,False,False,[52]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.theta_span_deg,theta_span_deg,int,(),int64,15.0,15.0,False,False,False,[15]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.slot_center_deg,slot_center_deg,float,(),float64,7.5,7.5,False,False,False,[7.5]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.lip_w,lip_w,float,(),float64,1.8,1.8,False,False,False,[1.8]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.lip_h,lip_h,float,(),float64,2.5,2.5,False,False,False,[2.5]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.top_w,top_w,float,(),float64,8.7,8.7,False,False,False,[8.7]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.top_h,top_h,int,(),int64,2.0,2.0,False,False,False,[2]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.bottom_w,bottom_w,float,(),float64,15.5,15.5,False,False,False,[15.5]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.bottom_h,bottom_h,float,(),float64,15.145,15.145,False,False,False,[15.145]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.slot_depth,slot_depth,float,(),float64,17.5,17.5,False,False,False,[17.5]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cfg.yoke_buffer_deg,yoke_buffer_deg,float,(),float64,0.1,0.1,False,False,False,[0.1]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.airCode,airCode,int,(),int64,0.0,0.0,False,False,False,[0]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.ironCode,ironCode,int,(),int64,1.0,1.0,False,False,False,[1]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.cuCode,cuCode,int,(),int64,2.0,2.0,False,False,False,[2]
CLONALG/best_result_0103_groupB_5gen.mat,ctx.thetaPeriodic,thetaPeriodic,int,(),int64,1.0,1.0,False,False,False,[1]
CLONALG/best_result_0103_groupB_5gen.mat,genIdx,genIdx,int,(),int64,4.0,4.0,False,False,False,[4]
CLONALG/best_result_0104_groupA_15gen.mat,J_hist,J_hist,ndarray,"(10,)",float64,0.09940107958560766,0.11282833125782142,False,False,False,"[0.11282833125782142,0.09970914899970003,0.09940107958560766,0.09940107958560766,0.09940107958560766,0.09940107958560766,0.09940107958560766,0.09940107958560766]"
CLONALG/best_result_0104_groupA_15gen.mat,bestOverall,bestOverall,float,(),float64,0.09940107958560766,0.09940107958560766,False,False,False,[0.09940107958560766]
CLONALG/best_result_0104_groupA_15gen.mat,best_bits,best_bits,ndarray,"(180,)",uint8,0.0,2.0,False,False,False,"[0,1,1,1,1,1,1,1]"
CLONALG/best_result_0104_groupA_15gen.mat,best_bits_hist,best_bits_hist,ndarray,"(10, 180)",uint8,0.0,2.0,False,False,False,"[0,1,1,1,1,1,1,1]"
CLONALG/best_result_0104_groupA_15gen.mat,cfg,cfg,mat_struct,,struct,,,,,False,"fields=nr,nt,r_inner,r_outer,theta_span_deg,slot_center_deg,lip_w,lip_h,top_w,top_h,bottom_w,bottom_h,slot_depth,yoke_buffer_deg"
CLONALG/best_result_0104_groupA_15gen.mat,cfg.nr,nr,int,(),int64,18.0,18.0,False,False,False,[18]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.nt,nt,int,(),int64,10.0,10.0,False,False,False,[10]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.r_inner,r_inner,float,(),float64,31.5,31.5,False,False,False,[31.5]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.r_outer,r_outer,int,(),int64,52.0,52.0,False,False,False,[52]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.theta_span_deg,theta_span_deg,int,(),int64,15.0,15.0,False,False,False,[15]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.slot_center_deg,slot_center_deg,float,(),float64,7.5,7.5,False,False,False,[7.5]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.lip_w,lip_w,float,(),float64,1.8,1.8,False,False,False,[1.8]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.lip_h,lip_h,float,(),float64,2.5,2.5,False,False,False,[2.5]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.top_w,top_w,float,(),float64,8.7,8.7,False,False,False,[8.7]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.top_h,top_h,int,(),int64,2.0,2.0,False,False,False,[2]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.bottom_w,bottom_w,float,(),float64,15.5,15.5,False,False,False,[15.5]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.bottom_h,bottom_h,float,(),float64,15.145,15.145,False,False,False,[15.145]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.slot_depth,slot_depth,float,(),float64,17.5,17.5,False,False,False,[17.5]
CLONALG/best_result_0104_groupA_15gen.mat,cfg.yoke_buffer_deg,yoke_buffer_deg,float,(),float64,0.1,0.1,False,False,False,[0.1]
CLONALG/best_result_0104_groupA_15gen.mat,ctx,ctx,mat_struct,,struct,,,,,False,"fields=domain,sector_offsets_deg,phase_id_sector,groupId_design,baseFemFile,mats,circNames,T_min,penaltyCoef,N_phase_total,groupId_core,groupId_ring,inset_r_ratio,inset_th_ratio,cfg,airCode,ironCode,cuCode,thetaPeriodic"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain,domain,mat_struct,,struct,,,,,False,"fields=r_edges,theta_edges,design_mask,slot_mask,slot_center_deg,slot_outline_uv,notes,design_idx,Nd,x_c,y_c,x_core,y_core,x_ring,y_ring"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.r_edges,r_edges,ndarray,"(19,)",float64,31.5,52.0,False,False,False,"[31.5,32.638888888888886,33.77777777777778,34.916666666666664,36.05555555555556,37.19444444444444,38.333333333333336,39.47222222222222]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.theta_edges,theta_edges,ndarray,"(11,)",float64,0.0,15.0,False,False,False,"[0.0,1.5,3.0,4.5,6.0,7.5,9.0,10.5]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.design_mask,design_mask,ndarray,"(10, 18)",uint8,1.0,1.0,False,False,False,"[1,1,1,1,1,1,1,1]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.slot_mask,slot_mask,ndarray,"(10, 18)",uint8,0.0,0.0,False,False,False,"[0,0,0,0,0,0,0,0]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.slot_center_deg,slot_center_deg,float,(),float64,,,True,False,False,[NaN]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.slot_outline_uv,slot_outline_uv,ndarray,"(0,)",uint8,,,False,False,True,
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.notes,notes,ndarray,"(2,)",object,,,,,False,object/cell array
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.notes[0],notes[0],str,(),<U56,,,False,False,False,"[""空白定子设计域：在 r∈[r_inner,r_outer], θ∈[0,theta_span_deg] 内离散化""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.notes[1],notes[1],str,(),<U45,,,False,False,False,"[""design_mask: true = 优化可切换材料；false = 冻结（含两侧缓冲）""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.design_idx,design_idx,ndarray,"(180,)",uint8,1.0,180.0,False,False,False,"[1,2,3,4,5,6,7,8]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.Nd,Nd,int,(),int64,180.0,180.0,False,False,False,[180]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.x_c,x_c,ndarray,"(180,)",float64,31.08269681267911,51.426149375090944,False,False,False,"[32.06669697733864,32.04472006499763,32.000781302193545,31.93491080235964,31.847153709846175,31.737570168980813,31.60623528284863,31.453239061820263]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.y_c,y_c,ndarray,"(180,)",float64,0.41977605797547657,12.659800612310574,False,False,False,"[0.41977605797547657,1.2590404803845752,2.097442019338893,2.9344060763027233,3.7693590379187096,4.601728669133792,5.430944505380525,6.256438243545002]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.x_core,x_core,ndarray,"(180,)",float64,31.08269681267911,51.426149375090944,False,False,False,"[32.06669697733864,32.04472006499763,32.000781302193545,31.93491080235964,31.847153709846175,31.737570168980813,31.60623528284863,31.453239061820263]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.y_core,y_core,ndarray,"(180,)",float64,0.41977605797547657,12.659800612310574,False,False,False,"[0.41977605797547657,1.2590404803845752,2.097442019338893,2.9344060763027233,3.7693590379187096,4.601728669133792,5.430944505380525,6.256438243545002]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.x_ring,x_ring,ndarray,"(180,)",float64,31.524235338212186,51.881665902096884,False,False,False,"[32.52221350434458,32.49992440372951,32.455361478335575,32.388555269365874,32.29955156245897,32.18841135630977,32.05521082086398,31.90004124511507]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.domain.y_ring,y_ring,ndarray,"(180,)",float64,0.42573909595797793,12.771937112468226,False,False,False,"[0.42573909595797793,1.2769255075637065,2.127236778210403,2.976090147027162,3.8229038523161694,4.667097530263107,5.508092612689525,6.345312723574572]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.sector_offsets_deg,sector_offsets_deg,ndarray,"(6,)",uint8,0.0,75.0,False,False,False,"[0,15,30,45,60,75]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.phase_id_sector,phase_id_sector,ndarray,"(6,)",object,,,,,False,object/cell array
CLONALG/best_result_0104_groupA_15gen.mat,ctx.phase_id_sector[0],phase_id_sector[0],ndarray,"(180,)",uint8,4.0,4.0,False,False,False,"[4,4,4,4,4,4,4,4]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.phase_id_sector[1],phase_id_sector[1],ndarray,"(180,)",uint8,3.0,3.0,False,False,False,"[3,3,3,3,3,3,3,3]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.phase_id_sector[2],phase_id_sector[2],ndarray,"(180,)",uint8,6.0,6.0,False,False,False,"[6,6,6,6,6,6,6,6]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.phase_id_sector[3],phase_id_sector[3],ndarray,"(180,)",uint8,5.0,5.0,False,False,False,"[5,5,5,5,5,5,5,5]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.phase_id_sector[4],phase_id_sector[4],ndarray,"(180,)",uint8,2.0,2.0,False,False,False,"[2,2,2,2,2,2,2,2]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.phase_id_sector[5],phase_id_sector[5],ndarray,"(180,)",uint8,1.0,1.0,False,False,False,"[1,1,1,1,1,1,1,1]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.groupId_design,groupId_design,int,(),int64,30.0,30.0,False,False,False,[30]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.baseFemFile,baseFemFile,str,(),<U15,,,False,False,False,"[""blank_18x10.fem""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.mats,mats,mat_struct,,struct,,,,,False,"fields=air,iron,copper,meshSize"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.mats.air,air,str,(),<U3,,,False,False,False,"[""Air""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.mats.iron,iron,str,(),<U9,,,False,False,False,"[""Pure Iron""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.mats.copper,copper,str,(),<U6,,,False,False,False,"[""Copper""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.mats.meshSize,meshSize,int,(),int64,2.0,2.0,False,False,False,[2]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.circNames,circNames,ndarray,"(6,)",object,,,,,False,object/cell array
CLONALG/best_result_0104_groupA_15gen.mat,ctx.circNames[0],circNames[0],str,(),<U2,,,False,False,False,"[""A+""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.circNames[1],circNames[1],str,(),<U2,,,False,False,False,"[""A-""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.circNames[2],circNames[2],str,(),<U2,,,False,False,False,"[""B+""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.circNames[3],circNames[3],str,(),<U2,,,False,False,False,"[""B-""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.circNames[4],circNames[4],str,(),<U2,,,False,False,False,"[""C+""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.circNames[5],circNames[5],str,(),<U2,,,False,False,False,"[""C-""]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.T_min,T_min,float,(),float64,0.8,0.8,False,False,False,[0.8]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.penaltyCoef,penaltyCoef,int,(),int64,10.0,10.0,False,False,False,[10]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.N_phase_total,N_phase_total,ndarray,"(6,)",uint8,100.0,100.0,False,False,False,"[100,100,100,100,100,100]"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.groupId_core,groupId_core,int,(),int64,30.0,30.0,False,False,False,[30]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.groupId_ring,groupId_ring,int,(),int64,31.0,31.0,False,False,False,[31]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.inset_r_ratio,inset_r_ratio,float,(),float64,0.2,0.2,False,False,False,[0.2]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.inset_th_ratio,inset_th_ratio,float,(),float64,0.2,0.2,False,False,False,[0.2]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg,cfg,mat_struct,,struct,,,,,False,"fields=nr,nt,r_inner,r_outer,theta_span_deg,slot_center_deg,lip_w,lip_h,top_w,top_h,bottom_w,bottom_h,slot_depth,yoke_buffer_deg"
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.nr,nr,int,(),int64,18.0,18.0,False,False,False,[18]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.nt,nt,int,(),int64,10.0,10.0,False,False,False,[10]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.r_inner,r_inner,float,(),float64,31.5,31.5,False,False,False,[31.5]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.r_outer,r_outer,int,(),int64,52.0,52.0,False,False,False,[52]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.theta_span_deg,theta_span_deg,int,(),int64,15.0,15.0,False,False,False,[15]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.slot_center_deg,slot_center_deg,float,(),float64,7.5,7.5,False,False,False,[7.5]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.lip_w,lip_w,float,(),float64,1.8,1.8,False,False,False,[1.8]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.lip_h,lip_h,float,(),float64,2.5,2.5,False,False,False,[2.5]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.top_w,top_w,float,(),float64,8.7,8.7,False,False,False,[8.7]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.top_h,top_h,int,(),int64,2.0,2.0,False,False,False,[2]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.bottom_w,bottom_w,float,(),float64,15.5,15.5,False,False,False,[15.5]
CLONALG/best_result_0104_groupA_15gen.mat,ctx.cfg.bottom_h,bottom_h,float,(),float64,15.145,15.145,False,False,False,[15.145]
