epoch,train_loss,val_loss,learning_rate
1,3.3694214535664053,0.44007220993871277,0.001
2,0.19874587634816715,0.18671699624130692,0.001
3,0.09451738139983616,0.15149088592632956,0.001
4,0.06747649049772411,0.1168884661246613,0.001
5,0.040500432780246634,0.10434971785775705,0.001
6,0.03443232386258018,0.10120025709055472,0.001
7,0.0331248335396852,0.10239835529799622,0.001
8,0.026053353763340486,0.0974598308476273,0.001
9,0.020533214744058094,0.09666209682318323,0.001
10,0.023604974644269167,0.08803899794960944,0.001
11,0.01775885127602928,0.08819995597364821,0.001
12,0.01780013086871241,0.07784993993343363,0.001
13,0.01860899686188957,0.0864242994123035,0.001
14,0.013477180704752897,0.07699748470587431,0.001
15,0.013645290190381413,0.07749401418051281,0.001
16,0.017111087640871884,0.08608509801724107,0.001
17,0.011739657819482033,0.08239465214060125,0.001
18,0.013283732969478396,0.0879328157302838,0.001
19,0.010690262897672092,0.08288339723423484,0.001
20,0.012617350668811988,0.09920207486636397,0.001
21,0.013223838180278261,0.0773707944629849,0.001
22,0.011101549546132001,0.07884562152307391,0.001
23,0.011008985127013341,0.0798961442089887,0.001
24,0.011904096176018801,0.06995948036943657,0.001
25,0.01080018350862954,0.07719146492688553,0.001
26,0.01104650030488471,0.07934424522274358,0.001
27,0.010106071542910515,0.08378767763862863,0.001
28,0.008003869301208114,0.07339749456459774,0.001
29,0.008305093578336125,0.07259768301594084,0.001
30,0.010433546078654,0.07683161926874216,0.001
31,0.012029004609159543,0.07859542152443946,0.001
32,0.013471398532120584,0.07027344938349608,0.001
33,0.010667365395578969,0.0728267091843817,0.001
34,0.010169746541963428,0.08189869927611328,0.001
35,0.008391491836727948,0.08531366713381044,0.0005
36,0.006935779938721103,0.07512133316573313,0.0005
37,0.006522135047552135,0.0769502130035617,0.0005
38,0.00474702300438457,0.06975632830374483,0.0005
39,0.005978024272524487,0.07191276661871712,0.0005
40,0.004951318725943565,0.07242886941646032,0.0005
41,0.006840056331832455,0.06961961446896843,0.0005
42,0.004707955298069885,0.07718973236095503,0.0005
43,0.004411609621880953,0.07367343883871456,0.0005
44,0.004391715006474595,0.06947157978291672,0.0005
45,0.003961941686122428,0.0729869382392957,0.0005
46,0.003508994253489399,0.06843766026594789,0.0005
47,0.004053900900348548,0.07112561979731499,0.0005
48,0.004239623063314592,0.06784967649818043,0.0005
49,0.003992599869038306,0.06783794620690714,0.0005
50,0.0046690428051528,0.07158446603495142,0.0005
51,0.003909426529302197,0.07502809456653065,0.0005
52,0.0036485699795941705,0.07336540378018278,0.0005
53,0.0038882073643590966,0.07120887792988675,0.0005
54,0.0037895875409696914,0.07377019465185594,0.0005
55,0.0037071655097281474,0.07039891267960198,0.0005
56,0.0038293565054965182,0.06962469792452411,0.0005
57,0.0033147546843997925,0.07419160595118711,0.0005
58,0.003326606524355144,0.06768695470215617,0.0005
59,0.004096022583459876,0.06799846927180958,0.0005
60,0.0031194598296665644,0.06866322162646603,0.0005
61,0.0034472769973240584,0.07402100601202048,0.0005
62,0.003880929438099856,0.07321725213441296,0.0005
63,0.005606432492809955,0.07064187785853511,0.0005
64,0.0033298235218908686,0.06817240699909735,0.0005
65,0.0033790949233180063,0.06467310681147276,0.0005
66,0.003234257914193422,0.06437015605433552,0.0005
67,0.0037237156492616824,0.0641205435357808,0.0005
68,0.003425012651139012,0.06846073743153885,0.0005
69,0.003458054835400792,0.06450408646737896,0.0005
70,0.0037359365669215184,0.0638553504674619,0.0005
71,0.003449949135292967,0.07164507632814168,0.0005
72,0.0034387797994764853,0.06636897805664274,0.0005
73,0.00350472205877515,0.06286811195133965,0.0005
74,0.003446113947348612,0.06742499835321293,0.0005
75,0.0038942296958675068,0.07188629538972596,0.0005
76,0.004432451264196553,0.06613904500497136,0.0005
77,0.0039991930478894796,0.06556320165234487,0.0005
78,0.003824361159633908,0.06814975795394557,0.0005
79,0.003098969634132943,0.06631078891420134,0.0005
80,0.0037182706291128123,0.06222512463224683,0.0005
81,0.0035718047869046842,0.06541462188613588,0.0005
82,0.0032541069658557514,0.06516183254079543,0.0005
83,0.003291918079781168,0.07370461714296525,0.0005
84,0.003935973876127435,0.07116922225065278,0.0005
85,0.003800750369130131,0.07202358878609064,0.0005
86,0.0033783557358601827,0.06298218267983284,0.0005
87,0.0033007995631558437,0.06592002669394305,0.0005
88,0.0035695645104912303,0.06597834244226487,0.0005
89,0.004204125041015539,0.0665472549372825,0.0005
90,0.004196130772388096,0.07183954044096712,0.0005
91,0.004156214985595689,0.06226610536304649,0.00025
92,0.003259147003468122,0.06652130827235715,0.00025
93,0.0027836236553235,0.06290382704729043,0.00025
94,0.0022639541086210265,0.06114111478993858,0.00025
95,0.0019122909926962306,0.06322603273218956,0.00025
96,0.0021812020885913145,0.06576893082707401,0.00025
97,0.00339813177639435,0.06426806639933931,0.00025
98,0.00239053922299283,0.062334244953837374,0.00025
99,0.002221168217693254,0.06394107157481466,0.00025
100,0.0021459097556858443,0.0647359927351348,0.00025
101,0.0019750927652982257,0.062217524698103106,0.00025
102,0.002224049168097811,0.06501083536712443,0.00025
103,0.002665220239038325,0.0627741103514957,0.00025
104,0.0023015842215070503,0.06410617849245163,0.00025
105,0.002149102597899254,0.06566307337387749,0.000125
106,0.0017802393979404548,0.06666194669146469,0.000125
107,0.0018087432465050896,0.06466773161349665,0.000125
108,0.0017292302777929525,0.06586601308002564,0.000125
109,0.001893388522717161,0.06312991140617265,0.000125
110,0.0016277569602164497,0.06468279819917563,0.000125
111,0.001753564036186544,0.06353078993118327,0.000125
112,0.0015368440470870243,0.06369091674757464,0.000125
113,0.0019284118610800225,0.06371576229227338,0.000125
114,0.0015650502127085813,0.06347745518393563,0.000125
115,0.001748820033772413,0.06195640121249185,0.000125
116,0.0016628031954823202,0.06294131691113186,6.25e-05
117,0.0015484639514651095,0.06281332077755444,6.25e-05
118,0.001712292780712593,0.0640091601273288,6.25e-05
119,0.001365808438876747,0.06232121462623278,6.25e-05
120,0.0017866636204532224,0.06276745165603748,6.25e-05
121,0.0017559233200414653,0.06427566730529789,6.25e-05
122,0.0014547483712363048,0.06472518775558127,6.25e-05
123,0.001821862638106365,0.06298398422662187,6.25e-05
124,0.001457997940803455,0.06292989024001619,6.25e-05
